age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
27,technician,single,secondary,no,40,no,no,cellular,6,aug,83.0,3,-1,0,unknown,1
39,management,married,secondary,no,139,yes,no,unknown,15,may,227.0,2,-1,0,unknown,0
30,blue-collar,single,secondary,no,244,yes,no,cellular,20,apr,17.0,4,-1,0,unknown,0
32,services,married,secondary,no,1002,yes,no,unknown,17,jun,610.0,3,-1,0,unknown,0
26,blue-collar,married,secondary,no,96,no,no,cellular,5,feb,292.0,5,-1,0,unknown,0
30,technician,single,secondary,no,1433,no,no,cellular,7,aug,165.0,1,458,13,failure,1
28,blue-collar,married,primary,no,1461,yes,no,unknown,15,may,827.0,2,-1,0,unknown,0
36,technician,single,secondary,no,319,no,no,cellular,26,aug,102.0,6,-1,0,unknown,0
60,technician,married,secondary,no,4561,no,no,cellular,21,apr,353.0,1,-1,0,unknown,1
36,entrepreneur,married,secondary,no,326,yes,no,cellular,13,may,213.0,1,-1,0,unknown,1
50,management,married,tertiary,no,3842,no,no,cellular,5,jun,710.0,2,-1,0,unknown,1
38,management,married,tertiary,no,229,yes,no,cellular,3,feb,269.0,4,124,3,failure,0
35,admin.,married,secondary,no,980,no,no,cellular,1,jun,237.0,1,-1,0,unknown,1
60,services,married,secondary,no,924,no,no,cellular,21,nov,138.0,1,-1,0,unknown,0
45,admin.,married,secondary,no,377,no,no,cellular,26,may,290.0,2,-1,0,unknown,0
32,management,single,tertiary,no,663,yes,no,cellular,14,may,171.0,5,-1,0,unknown,0
36,student,single,secondary,no,501,no,no,cellular,5,feb,161.0,2,350,2,other,1
48,management,married,tertiary,no,10,no,no,cellular,31,aug,71.0,1,81,9,other,1
41,management,married,tertiary,no,0,no,no,cellular,13,aug,531.0,4,14,1,success,1
44,services,single,secondary,no,50,no,yes,cellular,31,jul,91.0,8,-1,0,unknown,0
68,retired,married,secondary,no,183,no,no,cellular,14,apr,116.0,1,-1,0,unknown,1
35,blue-collar,married,primary,no,466,yes,no,cellular,15,may,135.0,15,348,11,failure,0
36,management,married,tertiary,no,3143,no,no,cellular,1,jun,127.0,2,161,5,failure,1
59,services,married,primary,no,65,no,yes,unknown,9,may,96.0,3,-1,0,unknown,0
33,admin.,single,secondary,no,23827,no,no,cellular,19,nov,224.0,1,-1,0,unknown,0
47,blue-collar,married,primary,no,2374,yes,no,cellular,20,nov,927.0,4,-1,0,unknown,0
33,blue-collar,married,primary,no,155,no,no,telephone,20,oct,255.0,2,96,3,success,1
59,management,married,secondary,no,1852,no,no,cellular,16,jul,76.0,10,-1,0,unknown,0
28,technician,single,secondary,no,102,no,yes,cellular,21,aug,150.0,3,-1,0,unknown,0
48,technician,married,secondary,no,1412,no,no,cellular,5,aug,83.0,1,92,2,success,0
56,management,married,tertiary,no,184,no,no,unknown,2,jun,220.0,1,-1,0,unknown,0
20,student,single,secondary,no,2488,no,no,cellular,21,apr,202.0,2,182,1,success,1
25,student,single,tertiary,no,2577,no,no,cellular,30,jun,741.0,3,90,3,success,1
65,retired,married,secondary,no,1882,no,no,cellular,24,feb,91.0,2,92,8,success,1
31,admin.,single,tertiary,no,5,yes,no,cellular,7,aug,139.0,2,-1,0,unknown,0
35,technician,single,secondary,no,866,yes,no,cellular,5,aug,174.0,3,-1,0,unknown,0
45,admin.,single,secondary,no,3079,yes,no,cellular,10,feb,146.0,1,92,3,success,1
35,blue-collar,married,secondary,no,1250,yes,no,cellular,11,aug,144.0,1,161,1,failure,0
26,blue-collar,single,secondary,no,671,no,no,unknown,21,apr,299.0,1,-1,0,unknown,1
42,entrepreneur,married,secondary,no,0,yes,no,cellular,29,jan,348.0,2,-1,0,unknown,0
22,student,single,primary,no,549,no,no,telephone,2,sep,121.0,2,-1,0,unknown,0
50,management,single,tertiary,no,1291,yes,no,cellular,21,nov,12.0,4,250,2,other,0
31,admin.,married,secondary,no,288,no,no,cellular,4,feb,968.0,2,88,9,failure,1
34,management,single,tertiary,no,882,no,no,cellular,3,feb,181.0,1,-1,0,unknown,1
53,management,married,primary,no,576,yes,no,cellular,21,nov,888.0,1,-1,0,unknown,1
57,housemaid,single,secondary,no,991,no,no,cellular,15,may,211.0,4,239,11,failure,1
31,management,single,tertiary,no,446,no,yes,cellular,29,jan,375.0,2,174,5,failure,0
39,management,married,tertiary,no,0,yes,no,unknown,26,may,193.0,1,-1,0,unknown,0
38,management,single,tertiary,no,376,yes,no,unknown,26,may,93.0,2,-1,0,unknown,0
31,technician,married,tertiary,no,393,no,no,cellular,28,aug,100.0,3,-1,0,unknown,0
26,student,single,secondary,no,706,yes,no,unknown,12,jun,88.0,28,-1,0,unknown,0
29,technician,single,secondary,no,10583,no,no,cellular,19,jul,129.0,5,97,2,failure,0
30,management,married,tertiary,no,514,yes,yes,cellular,21,jun,294.0,3,-1,0,unknown,0
54,management,single,secondary,no,101,no,no,cellular,28,jul,932.0,7,-1,0,unknown,1
41,management,married,tertiary,no,3402,no,no,cellular,28,aug,131.0,2,-1,0,unknown,0
29,technician,single,secondary,no,-2,yes,no,cellular,4,feb,238.0,2,234,3,failure,0
52,technician,married,secondary,no,142,yes,no,cellular,2,feb,81.0,2,-1,0,unknown,0
44,technician,single,secondary,no,194,yes,no,unknown,28,may,118.0,1,-1,0,unknown,0
31,services,married,secondary,no,955,yes,yes,cellular,8,may,1555.0,1,-1,0,unknown,1
38,unemployed,married,secondary,no,1938,no,yes,cellular,5,aug,255.0,1,97,2,success,1
37,services,single,secondary,no,3,yes,no,cellular,9,feb,282.0,3,-1,0,unknown,0
30,management,single,tertiary,no,211,yes,no,cellular,3,feb,129.0,2,186,2,other,1
31,admin.,single,secondary,no,855,yes,no,unknown,5,may,775.0,1,-1,0,unknown,0
47,technician,married,primary,no,870,no,no,cellular,8,aug,123.0,4,-1,0,unknown,0
30,technician,single,tertiary,no,66,no,no,unknown,8,may,164.0,1,-1,0,unknown,0
41,housemaid,married,primary,no,141,yes,no,cellular,21,nov,954.0,2,-1,0,unknown,1
36,admin.,married,secondary,no,225,yes,no,unknown,5,jun,142.0,2,-1,0,unknown,0
50,management,married,tertiary,no,61,yes,no,cellular,28,jul,1241.0,4,-1,0,unknown,1
29,technician,single,secondary,no,800,yes,no,cellular,11,may,460.0,1,345,2,failure,1
33,management,married,tertiary,no,188,yes,yes,unknown,29,may,70.0,3,-1,0,unknown,0
33,blue-collar,married,secondary,no,89,yes,no,cellular,12,may,273.0,1,-1,0,unknown,0
51,technician,married,tertiary,no,547,yes,no,unknown,21,may,43.0,4,-1,0,unknown,0
48,blue-collar,married,primary,no,1038,no,no,unknown,29,may,369.0,1,-1,0,unknown,0
40,technician,married,secondary,no,183,no,no,cellular,6,aug,174.0,2,-1,0,unknown,0
40,admin.,married,secondary,no,1097,yes,no,cellular,29,jan,305.0,1,-1,0,unknown,1
48,technician,married,secondary,no,373,no,no,cellular,8,jul,240.0,1,-1,0,unknown,0
41,blue-collar,married,secondary,no,232,yes,no,cellular,12,may,395.0,2,150,1,failure,0
47,blue-collar,married,primary,no,517,no,no,unknown,9,jun,712.0,10,-1,0,unknown,1
46,blue-collar,married,secondary,no,2158,no,no,cellular,20,nov,210.0,2,-1,0,unknown,0
51,housemaid,single,tertiary,no,1141,yes,no,cellular,18,may,689.0,2,-1,0,unknown,1
36,technician,married,secondary,no,1526,no,yes,cellular,19,aug,120.0,4,-1,0,unknown,0
35,technician,married,secondary,no,581,yes,no,unknown,29,may,463.0,1,-1,0,unknown,0
56,self-employed,married,unknown,no,4551,no,no,telephone,31,jul,63.0,8,-1,0,unknown,0
36,self-employed,married,secondary,no,1376,yes,no,cellular,12,oct,96.0,1,57,1,failure,1
48,technician,divorced,secondary,no,314,yes,no,unknown,5,may,1272.0,1,-1,0,unknown,1
36,blue-collar,married,secondary,no,130,yes,no,cellular,20,apr,226.0,1,-1,0,unknown,0
32,technician,single,secondary,no,146,yes,no,cellular,7,may,126.0,1,-1,0,unknown,0
32,management,single,tertiary,no,2585,no,no,telephone,27,may,336.0,2,86,4,success,1
29,blue-collar,married,secondary,no,218,yes,no,cellular,21,jul,101.0,1,-1,0,unknown,0
38,services,single,secondary,no,2822,yes,no,unknown,2,jun,29.0,4,-1,0,unknown,0
54,technician,married,tertiary,no,3702,no,no,cellular,22,aug,125.0,2,-1,0,unknown,0
40,services,married,secondary,no,-368,yes,no,unknown,19,may,192.0,1,-1,0,unknown,0
33,management,divorced,tertiary,no,323,yes,no,cellular,18,may,62.0,1,-1,0,unknown,0
50,blue-collar,married,secondary,no,29,yes,yes,cellular,31,jul,299.0,2,-1,0,unknown,0
32,blue-collar,married,secondary,no,2898,yes,no,cellular,15,may,629.0,3,-1,0,unknown,1
36,admin.,single,secondary,no,118,yes,no,telephone,21,jul,30.0,5,-1,0,unknown,0
51,management,married,tertiary,no,2954,yes,yes,unknown,29,may,77.0,2,-1,0,unknown,0
33,blue-collar,married,secondary,no,5366,yes,no,cellular,8,jul,411.0,1,-1,0,unknown,0
31,admin.,single,secondary,yes,230,yes,no,unknown,19,may,10.0,1,-1,0,unknown,0
32,unemployed,married,secondary,no,5,yes,no,cellular,24,jul,1077.0,1,-1,0,unknown,1
41,blue-collar,married,secondary,no,2994,yes,no,cellular,6,may,275.0,1,-1,0,unknown,0
47,unemployed,single,tertiary,no,791,yes,no,cellular,4,may,401.0,2,293,1,success,1
23,student,single,secondary,no,55,yes,no,telephone,30,jul,511.0,5,-1,0,unknown,1
54,admin.,divorced,secondary,no,8828,no,no,unknown,11,jun,512.0,1,-1,0,unknown,1
38,blue-collar,married,secondary,no,335,no,no,telephone,28,jan,233.0,3,-1,0,unknown,0
43,technician,married,secondary,no,2376,yes,no,cellular,17,nov,131.0,2,-1,0,unknown,0
39,technician,single,secondary,no,705,no,no,unknown,16,jun,231.0,3,-1,0,unknown,0
43,technician,single,secondary,no,5127,no,no,cellular,28,aug,443.0,4,-1,0,unknown,1
33,management,single,tertiary,no,2953,yes,yes,cellular,25,jul,873.0,3,-1,0,unknown,1
48,blue-collar,married,secondary,no,1844,yes,no,cellular,24,jul,61.0,3,-1,0,unknown,0
47,blue-collar,married,secondary,no,1106,yes,no,cellular,6,feb,706.0,1,269,1,failure,1
47,blue-collar,married,secondary,no,1989,no,no,cellular,21,oct,320.0,1,-1,0,unknown,1
40,self-employed,married,tertiary,no,75,no,no,cellular,3,feb,523.0,3,-1,0,unknown,1
51,admin.,divorced,secondary,no,1575,yes,no,cellular,25,jul,184.0,2,-1,0,unknown,0
37,self-employed,married,secondary,no,83,yes,no,cellular,15,may,85.0,2,-1,0,unknown,0
35,blue-collar,single,secondary,no,71,no,no,cellular,11,aug,1571.0,6,-1,0,unknown,1
53,housemaid,married,secondary,no,6854,no,no,telephone,5,feb,101.0,2,-1,0,unknown,0
54,blue-collar,married,secondary,no,2910,no,no,unknown,16,jun,294.0,1,-1,0,unknown,0
46,blue-collar,married,secondary,no,177,yes,yes,unknown,28,may,241.0,2,-1,0,unknown,0
42,blue-collar,single,secondary,no,3160,yes,no,unknown,12,may,21.0,2,-1,0,unknown,0
28,blue-collar,single,secondary,no,243,yes,yes,unknown,7,may,62.0,2,-1,0,unknown,0
26,services,divorced,secondary,no,1853,no,no,cellular,9,feb,238.0,1,-1,0,unknown,1
39,admin.,divorced,secondary,no,140,yes,no,unknown,20,may,697.0,4,-1,0,unknown,1
30,self-employed,married,tertiary,no,2454,yes,no,cellular,20,nov,808.0,1,-1,0,unknown,0
45,admin.,divorced,secondary,no,820,yes,no,unknown,27,may,265.0,3,-1,0,unknown,0
31,self-employed,single,tertiary,no,221,yes,no,cellular,28,jul,1237.0,30,-1,0,unknown,1
29,management,divorced,tertiary,no,3122,yes,no,unknown,6,may,588.0,1,-1,0,unknown,1
31,entrepreneur,divorced,tertiary,no,980,yes,no,cellular,15,may,174.0,2,-1,0,unknown,0
44,self-employed,married,tertiary,no,2648,yes,no,cellular,18,jan,225.0,1,95,3,success,0
52,technician,divorced,secondary,no,2054,no,yes,cellular,2,jun,321.0,1,-1,0,unknown,0
44,self-employed,single,secondary,no,230,no,no,unknown,16,jun,348.0,1,-1,0,unknown,0
50,admin.,divorced,secondary,no,2870,yes,no,cellular,2,feb,186.0,2,-1,0,unknown,0
40,technician,divorced,tertiary,no,204,yes,yes,cellular,5,may,419.0,1,728,7,failure,1
30,blue-collar,single,secondary,no,5227,yes,no,unknown,20,oct,91.0,1,-1,0,unknown,0
50,blue-collar,divorced,secondary,no,0,no,no,unknown,18,jun,581.0,7,-1,0,unknown,1
35,management,single,tertiary,no,642,no,no,cellular,3,mar,95.0,1,-1,0,unknown,0
30,admin.,single,tertiary,no,2,no,no,cellular,20,nov,147.0,5,-1,0,unknown,0
66,retired,married,tertiary,no,897,no,no,cellular,6,jul,396.0,3,87,4,success,1
55,retired,married,tertiary,no,1457,no,no,cellular,20,nov,216.0,1,-1,0,unknown,0
52,admin.,married,tertiary,no,62,yes,no,cellular,15,sep,112.0,1,194,1,success,1
26,services,single,secondary,no,33,no,no,cellular,31,jul,52.0,3,-1,0,unknown,0
54,admin.,married,tertiary,no,1321,no,no,unknown,6,jun,81.0,1,-1,0,unknown,0
37,management,married,secondary,no,148,yes,no,cellular,17,apr,155.0,1,344,3,failure,0
38,admin.,married,secondary,no,-1,yes,no,cellular,28,jul,245.0,3,-1,0,unknown,0
35,management,single,tertiary,no,2383,no,no,cellular,30,jun,138.0,3,-1,0,unknown,0
44,housemaid,single,secondary,no,189,no,no,cellular,15,jul,266.0,5,-1,0,unknown,0
32,management,single,tertiary,no,528,no,no,cellular,16,apr,330.0,1,181,12,success,1
32,management,single,tertiary,no,2850,yes,no,cellular,19,nov,105.0,2,186,2,failure,0
37,management,single,tertiary,no,226,yes,no,cellular,18,aug,366.0,1,-1,0,unknown,0
34,management,single,tertiary,no,2439,no,no,cellular,27,feb,125.0,2,-1,0,unknown,1
38,housemaid,single,tertiary,no,1489,yes,no,cellular,20,apr,460.0,1,-1,0,unknown,1
35,admin.,single,secondary,no,1380,no,no,unknown,11,jun,323.0,3,-1,0,unknown,0
32,management,single,tertiary,no,235,yes,no,cellular,22,jun,263.0,3,91,10,success,1
29,services,single,secondary,no,294,yes,no,unknown,29,may,85.0,1,-1,0,unknown,0
49,management,single,tertiary,no,-558,yes,no,cellular,11,jul,84.0,2,-1,0,unknown,0
27,student,single,tertiary,no,-333,no,yes,cellular,28,jan,147.0,2,-1,0,unknown,0
46,management,married,tertiary,no,238,no,yes,cellular,21,aug,125.0,4,-1,0,unknown,0
38,admin.,single,secondary,no,317,yes,no,unknown,6,may,90.0,4,-1,0,unknown,0
54,entrepreneur,divorced,secondary,no,860,yes,yes,cellular,3,feb,282.0,1,-1,0,unknown,0
45,blue-collar,divorced,secondary,no,4644,yes,yes,cellular,19,nov,337.0,2,-1,0,unknown,0
49,technician,married,secondary,no,30,no,no,cellular,19,nov,112.0,3,-1,0,unknown,0
28,technician,single,tertiary,no,1585,no,no,cellular,22,may,247.0,1,106,3,success,1
41,management,married,tertiary,no,900,yes,no,cellular,15,may,616.0,1,-1,0,unknown,1
32,technician,married,secondary,no,0,no,no,cellular,27,aug,77.0,9,-1,0,unknown,0
30,technician,single,secondary,no,80,no,no,cellular,29,jan,151.0,1,-1,0,unknown,0
43,technician,single,secondary,no,467,no,no,cellular,25,aug,700.0,2,222,1,success,1
42,services,married,secondary,no,3979,yes,yes,cellular,14,may,479.0,1,-1,0,unknown,1
34,management,married,tertiary,no,1325,yes,no,unknown,9,may,431.0,2,-1,0,unknown,1
57,blue-collar,married,primary,no,2040,no,no,cellular,18,aug,73.0,10,-1,0,unknown,0
52,entrepreneur,married,secondary,no,84,yes,no,unknown,27,may,128.0,2,-1,0,unknown,0
45,blue-collar,divorced,primary,no,1559,no,no,cellular,21,jul,128.0,2,-1,0,unknown,0
52,technician,married,secondary,no,2817,no,no,cellular,5,aug,106.0,1,-1,0,unknown,0
35,technician,married,secondary,no,43,yes,no,unknown,8,may,90.0,1,-1,0,unknown,0
24,blue-collar,single,secondary,no,7922,no,no,unknown,1,jun,207.0,1,-1,0,unknown,1
36,technician,single,secondary,no,1583,yes,no,cellular,8,may,340.0,1,-1,0,unknown,1
33,blue-collar,single,secondary,no,241,yes,no,unknown,6,jun,34.0,8,-1,0,unknown,0
57,technician,married,secondary,no,185,yes,no,unknown,13,may,105.0,2,-1,0,unknown,0
26,blue-collar,single,secondary,no,1190,yes,no,cellular,21,apr,459.0,1,-1,0,unknown,1
41,blue-collar,single,secondary,no,89,yes,no,telephone,8,may,15.0,2,-1,0,unknown,0
33,technician,married,secondary,no,3119,yes,no,unknown,3,jun,137.0,7,-1,0,unknown,0
51,blue-collar,married,secondary,no,2120,yes,no,cellular,29,jan,174.0,2,-1,0,unknown,0
42,technician,married,secondary,no,631,yes,no,unknown,9,may,812.0,2,-1,0,unknown,1
47,blue-collar,divorced,primary,no,56,yes,no,unknown,30,may,200.0,2,-1,0,unknown,0
48,technician,divorced,tertiary,no,606,no,no,cellular,27,aug,77.0,8,-1,0,unknown,0
40,services,divorced,secondary,no,1232,no,yes,cellular,2,aug,350.0,3,104,2,failure,1
60,self-employed,married,primary,no,133,yes,no,unknown,3,jun,81.0,2,-1,0,unknown,0
39,entrepreneur,married,secondary,no,7911,yes,no,unknown,2,jun,58.0,5,-1,0,unknown,0
38,blue-collar,married,secondary,no,6289,yes,yes,cellular,11,may,12.0,1,-1,0,unknown,0
34,technician,single,secondary,no,5563,yes,no,unknown,26,may,120.0,5,-1,0,unknown,0
36,blue-collar,divorced,primary,no,197,yes,no,telephone,20,oct,8.0,1,160,18,failure,0
32,technician,divorced,unknown,no,579,yes,no,unknown,18,jun,137.0,6,-1,0,unknown,0
35,technician,divorced,secondary,no,235,no,no,cellular,12,aug,820.0,4,-1,0,unknown,1
57,self-employed,married,secondary,no,5099,no,no,unknown,30,apr,950.0,1,-1,0,unknown,1
70,retired,married,primary,no,64,no,no,cellular,14,oct,212.0,2,-1,0,unknown,1
26,student,single,tertiary,no,112,no,no,cellular,11,mar,416.0,5,-1,0,unknown,1
55,retired,married,primary,no,2013,no,yes,cellular,21,jul,191.0,1,-1,0,unknown,0
33,management,single,tertiary,no,434,yes,no,cellular,16,apr,131.0,2,175,2,failure,0
51,services,married,tertiary,no,4918,no,no,cellular,30,jun,278.0,4,91,4,success,1
64,retired,married,unknown,no,1940,no,no,telephone,4,may,556.0,3,94,3,failure,1
30,admin.,single,tertiary,no,229,no,no,cellular,8,aug,105.0,2,-1,0,unknown,0
42,management,married,tertiary,no,0,no,no,cellular,21,nov,103.0,3,-1,0,unknown,0
30,management,single,tertiary,no,84,no,no,cellular,19,nov,85.0,1,-1,0,unknown,0
49,services,married,primary,no,3060,no,no,unknown,20,jun,600.0,5,-1,0,unknown,0
27,admin.,married,tertiary,no,1476,yes,no,cellular,12,may,340.0,5,357,7,failure,0
76,retired,divorced,primary,no,4665,no,no,cellular,14,jun,129.0,1,130,2,other,1
40,services,married,secondary,no,0,yes,no,cellular,18,nov,58.0,3,-1,0,unknown,0
47,management,married,primary,no,568,yes,no,telephone,11,may,505.0,1,342,9,failure,0
54,management,married,tertiary,no,2887,no,no,cellular,8,jul,219.0,1,-1,0,unknown,1
50,management,married,tertiary,no,66,yes,no,cellular,31,jul,42.0,6,-1,0,unknown,0
32,admin.,married,secondary,no,0,yes,no,cellular,11,may,324.0,1,-1,0,unknown,0
41,entrepreneur,married,tertiary,no,203,no,no,cellular,13,may,273.0,2,-1,0,unknown,0
35,blue-collar,single,primary,no,2412,yes,no,cellular,9,feb,682.0,2,262,1,failure,0
57,admin.,single,tertiary,no,2110,no,yes,unknown,18,jun,15.0,1,-1,0,unknown,0
25,student,single,secondary,no,1925,no,no,cellular,21,aug,250.0,1,93,2,success,1
59,blue-collar,married,primary,no,6542,no,no,unknown,2,jun,100.0,1,-1,0,unknown,0
29,housemaid,single,tertiary,no,605,no,no,unknown,19,may,288.0,3,-1,0,unknown,0
43,technician,divorced,secondary,no,5639,yes,yes,telephone,7,may,17.0,1,-1,0,unknown,0
43,management,married,secondary,no,552,yes,no,cellular,23,jul,512.0,1,-1,0,unknown,0
47,entrepreneur,married,primary,no,238,no,yes,cellular,8,jul,1397.0,2,-1,0,unknown,1
41,technician,married,tertiary,no,665,no,no,cellular,30,apr,715.0,1,-1,0,unknown,1
26,admin.,single,tertiary,no,297,yes,no,telephone,12,may,6.0,9,-1,0,unknown,0
35,services,single,secondary,no,170,no,no,unknown,4,jul,901.0,1,-1,0,unknown,1
36,management,married,tertiary,no,170,yes,no,unknown,3,jun,904.0,4,-1,0,unknown,1
30,management,single,tertiary,no,1492,yes,no,unknown,5,jun,553.0,2,-1,0,unknown,0
47,blue-collar,married,primary,no,-202,no,yes,unknown,29,may,240.0,3,-1,0,unknown,0
38,blue-collar,married,primary,no,-880,yes,no,unknown,3,jun,445.0,1,-1,0,unknown,1
26,management,married,tertiary,no,13457,yes,yes,cellular,20,apr,548.0,4,-1,0,unknown,1
39,technician,single,secondary,no,479,no,no,cellular,12,aug,183.0,2,-1,0,unknown,0
44,blue-collar,married,unknown,no,606,yes,no,cellular,29,apr,541.0,1,-1,0,unknown,0
28,blue-collar,married,primary,no,1515,yes,no,cellular,14,jul,816.0,3,-1,0,unknown,1
34,management,single,tertiary,no,1361,yes,no,cellular,20,apr,565.0,1,-1,0,unknown,0
33,blue-collar,married,secondary,no,704,yes,no,cellular,4,jun,491.0,1,38,2,other,1
47,blue-collar,married,primary,no,912,yes,no,unknown,18,may,293.0,2,-1,0,unknown,0
22,services,single,secondary,no,-11,yes,no,unknown,16,may,281.0,1,-1,0,unknown,1
38,blue-collar,married,secondary,no,-104,yes,no,cellular,14,may,85.0,1,369,3,failure,0
40,technician,married,tertiary,no,814,yes,yes,cellular,7,may,849.0,2,356,3,failure,1
35,self-employed,single,tertiary,no,328,no,no,cellular,6,sep,744.0,1,-1,0,unknown,1
52,blue-collar,married,secondary,no,104,no,yes,unknown,16,may,855.0,3,-1,0,unknown,1
39,management,divorced,tertiary,no,3518,no,no,cellular,4,jun,100.0,2,-1,0,unknown,1
46,blue-collar,married,primary,no,803,yes,no,unknown,12,may,1807.0,8,-1,0,unknown,1
42,blue-collar,married,primary,yes,272,no,yes,telephone,16,jul,172.0,1,-1,0,unknown,0
39,management,married,tertiary,no,5126,no,no,telephone,28,aug,59.0,2,-1,0,unknown,0
33,technician,single,secondary,no,223,no,yes,cellular,20,aug,73.0,6,-1,0,unknown,0
57,retired,divorced,tertiary,no,2557,no,no,cellular,10,feb,154.0,1,-1,0,unknown,1
36,management,divorced,tertiary,no,1858,no,no,cellular,13,aug,366.0,8,-1,0,unknown,1
29,technician,married,secondary,no,1575,yes,no,unknown,13,may,351.0,1,-1,0,unknown,0
64,self-employed,married,tertiary,no,714,no,no,cellular,16,nov,179.0,1,-1,0,unknown,1
40,self-employed,married,tertiary,no,203,yes,no,cellular,21,nov,88.0,1,-1,0,unknown,0
56,admin.,divorced,secondary,no,713,no,no,cellular,3,jul,1418.0,3,-1,0,unknown,1
58,blue-collar,married,secondary,yes,4653,no,no,cellular,4,feb,147.0,1,-1,0,unknown,0
25,technician,single,secondary,no,7832,yes,no,unknown,15,may,116.0,1,-1,0,unknown,0
38,blue-collar,married,secondary,no,5023,yes,no,unknown,19,jun,143.0,1,-1,0,unknown,0
72,retired,married,tertiary,no,44,no,no,cellular,19,oct,222.0,1,189,4,other,0
60,retired,married,primary,no,6738,no,no,cellular,17,nov,199.0,2,-1,0,unknown,1
22,student,single,unknown,no,2929,no,no,cellular,11,nov,226.0,2,52,5,other,0
75,retired,married,tertiary,no,3217,no,no,cellular,23,jul,654.0,1,-1,0,unknown,1
57,services,married,secondary,no,390,no,no,cellular,3,sep,362.0,1,186,1,success,1
25,student,single,secondary,no,0,no,no,cellular,3,jun,82.0,1,-1,0,unknown,0
30,management,single,tertiary,no,1703,no,no,cellular,20,nov,710.0,2,174,2,failure,0
