customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
3716-XWZVP,Male,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.85,39.35,1
0376-IJLHI,Female,0,No,No,16,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,89.9,496.8,0
8590-KUADE,Male,0,No,No,13,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,90.4,84.45,0
4797-KMCAI,Male,1,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,94.5,664.3,1
2982-JYXHI,Female,0,No,No,22,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,94.7,7806.55,0
6778-DYFXK,Female,1,Yes,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.65,669.7,1
6646-FOYDW,Male,0,Yes,Yes,56,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,83.8,675.2,0
5136-FERLE,Male,0,Yes,Yes,18,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,One year,No,Electronic check,67.5,257.05,1
8775-NLDKE,Female,0,Yes,Yes,69,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,No,Mailed check,66.4,226.8,0
2959-YKQCA,Male,1,Yes,No,17,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,89.1,3567.45,1
4238-CBFEQ,Female,0,No,No,40,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.55,36.8,0
2982-VCZNX,Male,0,No,No,18,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,52.2,5835.55,1
4587-YHGDE,Female,0,Yes,Yes,29,Yes,Yes,DSL,Yes,Yes,No,No,No,No,One year,Yes,Mailed check,35.55,4368.75,0
3709-WRTHQ,Male,0,Yes,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),54.25,2016.8,1
2165-KKDVQ,Male,1,No,No,27,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,94.35,637.9,1
8651-POCKA,Male,1,No,No,39,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,94.4,160.5,1
3781-CBDCF,Female,0,Yes,No,8,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,79.95,1654.2,0
7639-RANMU,Male,0,No,No,49,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,No,Electronic check,61.9,556.0,0
0899-UGWEU,Male,0,No,No,57,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),74.5,835.55,0
4299-IDIEQ,Female,1,No,No,16,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,89.9,237.2,1
2959-GKNMV,Female,0,No,No,20,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,100.5,6966.95,1
4374-PSXOK,Female,0,No,No,2,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),49.4,1051.95,0
1403-ICXGJ,Male,0,No,No,6,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,89.85,198.55,1
6869-MVJMM,Male,0,No,No,37,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),79.0,239.55,1
4501-WSXGG,Female,0,No,No,6,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),31.0,355.1,1
1866-HSJMV,Male,0,No,No,28,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),56.6,365.35,0
2108-KMEWF,Female,0,No,No,59,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Electronic check,99.4,223.95,0
1015-GWYHG,Female,0,No,No,6,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),66.75,957.1,1
1424-WCGVF,Female,0,No,No,38,No,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,64.1,4646.8,1
5681-GTWNM,Male,1,No,No,31,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.65,3616.8,1
9940-KKBMT,Male,0,No,No,10,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,66.15,45.2,0
1465-UQNEQ,Female,0,No,Yes,7,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),70.05,20.2,0
0661-ZSLTN,Female,0,Yes,Yes,30,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,80.6,242.1,1
0536-IEBOH,Male,0,Yes,No,30,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),45.65,6333.8,0
8727-CLUCA,Male,0,No,No,30,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,97.0,208.45,1
4335-QRQPA,Male,0,No,No,1,No,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,54.4,1901.0,0
7988-UJVRS,Male,0,No,No,43,No,No phone service,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,55.3,49.7,0
9994-ICUZP,Female,0,No,No,45,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,94.85,181.6,0
2817-YPIEP,Female,0,Yes,Yes,4,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),50.25,2649.4,0
3465-URZOS,Male,0,Yes,No,47,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.8,217.5,1
9890-PNXOW,Male,0,Yes,No,55,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),85.3,772.2,0
1936-XUADX,Male,1,Yes,No,54,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),92.7,1798.1,0
3435-WJMVT,Male,0,No,No,35,No,No phone service,DSL,No,Yes,No,Yes,No,Yes,One year,No,Credit card (automatic),63.75,1660.0,0
5701-EHGRY,Male,0,Yes,Yes,44,Yes,No,DSL,No,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),72.85,8265.0,0
5696-EDLFB,Male,0,No,No,70,No,No phone service,DSL,No,Yes,No,No,No,No,One year,No,Credit card (automatic),29.45,1285.85,0
2282-HOCQO,Male,0,Yes,No,26,No,No phone service,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,60.9,868.4,0
4792-KEDHR,Male,0,No,No,47,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),52.5,457.1,0
1790-YYPYX,Male,0,Yes,No,41,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,94.45,147.25,0
2323-RRJTW,Male,1,Yes,No,58,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),94.4,6591.5,0
4636-TVXOK,Male,0,No,No,69,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),101.35,208.7,1
9862-HKSBJ,Female,0,No,No,40,No,No phone service,DSL,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),54.1,4754.3,0
8749-DRLLM,Male,0,Yes,No,52,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,53.85,397.6,0
1251-CLUHN,Female,0,No,No,69,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),69.25,3895.35,0
3245-ZNUFY,Male,0,Yes,No,29,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),54.3,80.1,0
7781-QHGJD,Male,1,No,No,39,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),106.45,8041.8,1
1226-CGTEP,Female,0,Yes,No,12,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),75.35,50.4,0
5701-GFNNJ,Female,1,No,No,29,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,50.9,157.1,1
6131-KNMAB,Female,0,No,No,41,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,96.7,89.95,1
6131-IEQBZ,Male,1,Yes,No,36,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.2,237.95,1
3540-MPDGW,Male,0,No,No,17,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.0,218.5,1
8697-IWYHJ,Male,0,Yes,Yes,55,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),40.25,1375.9,0
2855-DXMFI,Female,0,Yes,Yes,70,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,One year,No,Bank transfer (automatic),94.2,35.05,0
6859-IQWCW,Female,0,Yes,No,68,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),33.5,1597.85,0
7447-NUYDA,Male,1,Yes,Yes,34,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.25,4514.65,0
5700-LNLHR,Female,0,Yes,Yes,9,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),60.3,213.35,0
3491-ECPXH,Male,1,Yes,No,55,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),57.65,6536.5,0
1542-OPBAE,Male,0,Yes,No,43,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,One year,No,Credit card (automatic),39.7,78.45,0
3055-EJFCE,Female,0,Yes,Yes,46,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),69.7,6465.0,0
3095-VVXWZ,Female,1,No,No,9,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.05,828.05,1
4012-NNDNZ,Female,0,Yes,No,50,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),74.3,189.1,0
6169-PPETK,Male,0,Yes,No,67,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),111.2,707.6,0
9647-AVHJH,Female,1,No,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,105.85,4627.75,0
6369-EPUUY,Female,0,No,No,48,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,104.5,3483.9,0
2277-KKHKI,Female,1,No,No,61,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.0,347.25,0
1408-RBGJW,Male,0,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,No,Credit card (automatic),93.85,3231.85,0
4593-ECPIA,Female,0,Yes,No,63,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),90.0,2480.4,0
6198-BSWDQ,Male,0,Yes,Yes,71,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,No,Credit card (automatic),111.2,672.25,0
9564-QQAAQ,Female,0,No,No,34,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),110.75,244.85,0
9829-JSNDK,Female,1,Yes,No,68,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),104.8,95.1,0
9042-IRVQI,Female,0,Yes,Yes,20,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),93.95,343.4,1
7109-ETQBO,Female,0,Yes,Yes,57,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),78.6,757.0,0
0308-RRJKL,Female,0,Yes,Yes,72,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),75.25,1740.0,0
0910-GGUWO,Male,0,Yes,No,71,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),103.95,790.65,0
8727-BYWSV,Female,0,Yes,No,59,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,112.95,5680.9,0
4439-PGFCL,Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),84.35,7511.4,0
9607-UOTUD,Female,1,No,No,67,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),79.15,6480.9,0
1226-UDFZR,Female,0,No,No,13,No,No phone service,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),60.0,3259.35,1
2439-NTOVK,Male,0,Yes,Yes,70,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),79.85,6799.6,0
6105-JCOOH,Male,0,Yes,Yes,67,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,Two year,No,Bank transfer (automatic),38.8,882.85,0
6980-HIABW,Male,0,Yes,No,56,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),109.2,749.45,0
1478-DDDHQ,Male,0,No,No,4,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,43.9,661.45,0
3933-MMRKS,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),105.05,1932.75,0
5547-YOWYV,Female,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),90.35,922.1,0
6760-YOYBR,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),118.65,8552.9,0
1867-VOSGG,Male,0,No,No,16,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),94.55,3516.65,1
4397-LZQOS,Female,0,No,No,49,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),105.95,695.6,0
0320-VOGUK,Female,0,No,Yes,62,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),103.9,3854.45,1
9099-KFQEA,Male,0,Yes,No,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),116.75,3713.35,0
3707-FZZOP,Male,1,No,No,46,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),99.4,102.25,1
7587-WXCEM,Female,0,Yes,Yes,60,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),104.05,269.6,0
6841-CSKVF,Female,0,No,Yes,18,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.15,4947.35,1
1001-PWXMS,Female,1,No,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),105.45,326.15,0
6889-CFKAS,Male,0,No,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.3,120.25,0
9848-QLYWC,Female,0,No,Yes,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.2,953.3,0
3710-HRPMK,Male,0,Yes,Yes,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.05,55.75,0
7874-DDWDI,Male,0,Yes,Yes,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,20.35,2210.35,0
8727-MVFHK,Female,0,Yes,Yes,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.45,70.25,0
1763-GGZLF,Male,0,Yes,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.25,5493.2,0
3041-WKOWA,Female,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.25,354.8,0
4031-URWBG,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),118.65,19.4,0
3389-NECAX,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.0,146.85,1
0114-FGEMO,Female,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.7,1239.05,0
8261-LOJPH,Male,0,No,Yes,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.2,2862.55,0
1469-PPETC,Female,0,Yes,Yes,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.8,4547.15,0
4665-NMKWJ,Female,0,No,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.95,565.0,0
1453-RNWSU,Female,0,Yes,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),21.2,53.0,0
3253-UDDDZ,Male,0,No,Yes,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.05,198.2,0
4356-ZFYSV,Female,0,No,No,54,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.55,338.45,0
3257-HYMHF,Female,0,No,No,18,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,36.1,2012.7,0
7865-DJQZI,Female,0,No,No,18,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,46.3,1235.05,1
8914-YLURX,Male,1,No,No,27,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,54.9,8107.15,1
6188-HOXUY,Female,0,Yes,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.2,721.7,0
0751-CUWWO,Male,0,No,Yes,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),21.1,1130.3,0
9572-SNCLU,Female,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.45,3959.1,0
6653-FVDIN,Male,0,No,No,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.25,2479.45,0
1066-DDXTF,Male,0,Yes,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.05,269.85,0
2597-BQCOQ,Male,0,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.55,3251.15,0
8221-TZRRL,Male,0,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,23.4,6749.45,0
5095-FYSQE,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.45,417.0,0
7178-VGNTN,Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,25.25,1068.55,0
1584-XYZDO,Male,0,No,No,18,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),50.2,2566.5,0
3250-FHLPI,Male,0,No,No,10,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,74.25,582.5,0
5382-DRSQW,Female,0,No,No,1,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,80.05,207.35,1
8229-LCBIJ,Male,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.6,757.6,1
5756-QOEMS,Male,0,Yes,No,54,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Electronic check,90.1,1888.3,0
8673-BVYGU,Female,0,No,No,1,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,50.15,56.35,0
2070-PKXVJ,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.0,25.2,1
7722-BUQDC,Male,0,No,No,17,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.5,155.65,1
1820-YKQON,Female,0,Yes,No,64,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Electronic check,66.8,2425.4,0
8727-VPSMV,Male,0,Yes,Yes,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,26.0,1574.5,0
6841-TWCWA,Female,0,No,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,26.45,1842.3,0
9073-XCVFF,Male,0,Yes,Yes,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.25,6096.3,0
6196-EOURX,Male,0,Yes,Yes,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.95,6293.4,0
3086-YLPUQ,Male,1,No,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.0,756.4,0
8261-MTTSN,Female,0,Yes,Yes,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,25.35,562.9,0
3916-PCEOW,Female,0,Yes,Yes,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,24.95,555.35,0
4550-CKHXS,Male,0,Yes,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.3,3263.65,0
2655-ONSLN,Male,0,No,No,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.5,5942.05,0
1316-LWBJU,Male,0,No,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.1,7554.55,0
7587-WNFFX,Male,0,Yes,Yes,35,No,No phone service,DSL,No,Yes,Yes,No,No,No,One year,No,Mailed check,54.5,,0
2250-ATZBE,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),69.85,4391.75,1
2900-RVUBM,Male,0,Yes,Yes,25,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,77.8,7214.05,1
3711-AWDSN,Female,0,Yes,No,49,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.3,4483.95,0
