ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default.payment.next.month
1370,50000.0,2,3,1,32,1,2,0,0,0,0,10000.0,10000.0,2277.0,9661.0,6629.0,-200.0,0.0,797.0,1000.0,1600.0,4200.0,10000.0,0
5506,300000.0,1,1,1,31,-1,1,-1,-1,0,0,9619.0,8840.0,0.0,7286.0,0.0,0.0,0.0,1150.0,0.0,0.0,0.0,390.0,0
1814,50000.0,2,2,2,23,0,0,0,0,0,0,0.0,8408.0,0.0,0.0,0.0,0.0,2000.0,2000.0,1102.0,846.0,1537.0,651.0,0
16690,50000.0,1,1,2,22,0,0,0,0,0,-1,0.0,0.0,360.0,330.0,0.0,0.0,2887.0,1600.0,1000.0,1000.0,2336.0,400.0,0
29612,100000.0,1,2,2,25,2,0,0,3,2,0,14888.0,17322.0,19094.0,14099.0,9798.0,10159.0,2000.0,3000.0,0.0,0.0,5000.0,4000.0,1
17976,70000.0,2,2,1,44,2,0,0,0,0,0,90660.0,86661.0,84124.0,80224.0,78345.0,63259.0,2700.0,2548.0,2500.0,2400.0,2600.0,3100.0,1
14841,180000.0,2,2,2,26,0,0,0,0,0,-1,59445.0,27804.0,21023.0,19427.0,19506.0,15760.0,2141.0,1200.0,1402.0,0.0,9000.0,2929.0,0
2198,20000.0,1,3,1,55,0,0,2,0,0,0,44061.0,36190.0,27205.0,29278.0,29971.0,30399.0,1400.0,0.0,956.0,712.0,900.0,3000.0,0
258,140000.0,2,2,2,27,0,0,2,0,0,0,836.0,836.0,836.0,836.0,836.0,836.0,6000.0,0.0,5000.0,5300.0,4000.0,3500.0,0
1451,50000.0,1,2,2,31,0,0,0,0,0,0,291.0,291.0,291.0,291.0,291.0,291.0,1500.0,1900.0,1900.0,1022.0,1500.0,1800.0,1
17787,40000.0,2,2,1,47,2,2,3,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,4100.0,0.0,2100.0,3000.0,0.0,6500.0,1
21511,180000.0,1,2,1,44,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,7200.0,3514.0,3500.0,4100.0,5160.0,6100.0,0
11361,400000.0,2,1,2,35,-1,-1,2,0,0,-2,19605.0,18599.0,21043.0,22025.0,8500.0,717.0,3196.0,33.0,0.0,8642.0,0.0,6481.0,0
17460,300000.0,2,2,2,31,0,0,2,0,0,2,38697.0,10505.0,6823.0,1770.0,360.0,-780.0,3200.0,0.0,3500.0,4100.0,0.0,1700.0,0
1750,140000.0,2,2,2,34,0,0,0,0,2,2,183832.0,173834.0,168015.0,84076.0,58186.0,43612.0,6100.0,4590.0,5000.0,12000.0,0.0,9900.0,0
21637,230000.0,2,2,1,45,-1,-1,-1,-1,-1,-1,49057.0,49893.0,49507.0,47470.0,18079.0,19057.0,1763.0,1169.0,2742.0,198.0,814.0,0.0,0
1217,240000.0,2,1,2,30,1,-1,2,2,-1,-1,16858.0,19763.0,20388.0,17484.0,19373.0,19239.0,10.0,8408.0,219.0,200.0,5390.0,1624.0,0
27120,150000.0,1,1,2,30,-1,-1,0,0,0,0,9838.0,12780.0,8582.0,15671.0,15823.0,14472.0,1740.0,12009.0,4176.0,0.0,0.0,10000.0,0
21408,140000.0,2,2,2,26,-1,-1,-1,-1,-1,-1,7114.0,1651.0,12578.0,8440.0,9090.0,16821.0,500.0,821.0,2500.0,296.0,960.0,507.0,0
23927,180000.0,2,2,1,32,-1,-1,-1,-1,-1,-1,10099.0,10400.0,0.0,0.0,0.0,0.0,776.0,1357.0,2862.0,290.0,382.0,580.0,0
2173,170000.0,1,3,1,56,-2,-2,-2,-2,-2,-2,18731.0,18725.0,18897.0,18830.0,18087.0,16379.0,28850.0,8922.0,5157.0,2599.0,4086.0,6700.0,0
12289,500000.0,1,1,2,34,1,-1,-1,-2,-1,3,183588.0,125169.0,66869.0,19669.0,21032.0,19116.0,1000.0,0.0,0.0,1000.0,0.0,20410.0,0
29818,250000.0,1,1,2,32,0,0,0,0,0,0,18881.0,19799.0,19930.0,28791.0,17360.0,14212.0,1139.0,380.0,1096.0,1136.0,2012.0,3510.0,0
28167,100000.0,2,3,1,43,0,0,0,2,0,0,59939.0,56359.0,32379.0,7836.0,9973.0,5811.0,10000.0,5000.0,5000.0,10018.0,0.0,0.0,1
5731,420000.0,2,2,2,45,-1,-1,0,0,-1,-1,120678.0,118904.0,128175.0,11745.0,0.0,0.0,2249.0,889.0,2405.0,1882.0,396.0,1059.0,0
8507,140000.0,2,1,2,28,0,0,0,0,0,0,25622.0,121476.0,129918.0,118310.0,1280.0,0.0,4301.0,3700.0,1800.0,3400.0,1000.0,1400.0,0
9979,200000.0,2,2,2,33,0,0,0,2,0,0,468856.0,4698.0,2500.0,0.0,0.0,0.0,12000.0,7200.0,0.0,6000.0,6000.0,6500.0,0
21545,70000.0,2,2,1,24,0,0,0,2,2,0,7135.0,4473.0,17228.0,7819.0,5844.0,7456.0,2000.0,4000.0,1820.0,0.0,2888.0,2300.0,1
6726,390000.0,2,1,2,29,-2,-2,-2,-2,-2,-2,6512.0,6820.0,6770.0,3790.0,5660.0,0.0,748.0,1300.0,633.0,200.0,0.0,15000.0,1
21861,200000.0,1,1,2,32,0,0,0,0,0,0,0.0,304.0,780.0,390.0,780.0,390.0,1143.0,1721.0,1640.0,4950.0,9463.0,2000.0,0
2097,50000.0,1,3,2,39,-1,0,0,0,2,0,40731.0,31436.0,23135.0,18230.0,6412.0,0.0,1000.0,2000.0,1709.0,0.0,780.0,540.0,1
116,50000.0,2,2,2,42,0,-1,-1,-1,-1,-1,121501.0,116509.0,132629.0,121770.0,-17058.0,223425.0,390.0,3250.0,393.0,836.0,0.0,4000.0,1
15951,50000.0,2,3,1,40,0,0,0,0,0,0,52190.0,50092.0,49295.0,49264.0,18296.0,18020.0,1580.0,1400.0,1353.0,1019.0,1057.0,1901.0,0
2752,270000.0,2,2,1,30,-1,-1,-1,0,0,-1,49258.0,50484.0,50101.0,46941.0,46936.0,48102.0,19252.0,809.0,1055.0,593.0,609.0,2632.0,0
22350,50000.0,2,2,2,23,0,0,0,0,0,0,170049.0,161220.0,166209.0,154123.0,145697.0,145280.0,10691.0,1290.0,1006.0,741.0,183.0,516.0,0
25060,90000.0,1,2,1,51,2,2,2,2,2,0,18558.0,19226.0,19301.0,20645.0,20500.0,20216.0,0.0,4000.0,4500.0,0.0,3500.0,4000.0,1
22208,80000.0,2,1,2,28,0,0,0,0,0,0,62662.0,37497.0,38774.0,32580.0,42516.0,36770.0,3200.0,4300.0,3000.0,2350.0,2400.0,2600.0,1
15549,390000.0,1,1,2,33,0,0,0,0,0,0,24506.0,25978.0,24802.0,18527.0,16240.0,19802.0,5000.0,5000.0,10000.0,5000.0,10000.0,9000.0,0
11588,200000.0,2,1,2,30,-2,-2,-2,-2,-2,-2,105341.0,116843.0,103097.0,56648.0,55271.0,32906.0,0.0,0.0,0.0,507.0,926.0,331400.0,0
24311,130000.0,2,2,2,27,0,0,0,0,0,0,206161.0,181588.0,180634.0,179031.0,166204.0,178196.0,5500.0,5400.0,6005.0,5200.0,4300.0,5100.0,0
1020,150000.0,1,2,2,28,0,-1,-1,-1,-1,-1,1170.0,780.0,0.0,0.0,0.0,0.0,1354.0,840.0,0.0,2801.0,0.0,1526.0,0
24788,110000.0,2,2,2,25,0,0,0,0,0,0,931.0,3766.0,2419.0,2652.0,21803.0,24564.0,2000.0,2000.0,1500.0,1500.0,2000.0,2000.0,0
8660,150000.0,2,1,1,32,0,0,0,0,0,0,333.0,333.0,265.0,375.0,16526.0,20388.0,1281.0,1093.0,1000.0,178.0,1000.0,1000.0,0
4045,50000.0,1,2,2,24,0,0,0,0,-1,0,5607.0,9076.0,5275.0,6878.0,6467.0,1900.0,1200.0,1748.0,900.0,758.0,599.0,3863.0,0
5492,280000.0,1,3,1,29,0,0,0,0,0,0,73644.0,63627.0,59616.0,58244.0,53253.0,56929.0,2576.0,3546.0,6013.0,2137.0,2422.0,5300.0,0
19048,310000.0,2,2,1,35,0,0,2,0,0,0,157518.0,167579.0,97094.0,77687.0,48523.0,29928.0,1588.0,0.0,1463.0,931.0,1033.0,2726.0,0
19120,120000.0,1,2,2,36,0,0,0,3,2,0,28042.0,27023.0,25714.0,25371.0,18198.0,18056.0,5000.0,4000.0,0.0,0.0,6000.0,4100.0,0
4341,160000.0,2,1,1,41,-2,-2,-2,-2,-2,-2,32615.0,39223.0,54368.0,57657.0,58825.0,60271.0,1280.0,0.0,0.0,780.0,0.0,0.0,0
9590,50000.0,1,2,2,47,0,0,0,0,0,0,316.0,316.0,316.0,316.0,316.0,632.0,4000.0,2100.0,1500.0,1500.0,1000.0,12500.0,0
7512,170000.0,2,2,2,28,-1,-1,-1,-1,-1,-1,832.0,632.0,416.0,0.0,832.0,416.0,1640.0,8325.0,6213.0,2657.0,2912.0,1747.0,0
15109,40000.0,2,2,2,23,0,0,0,0,0,0,326.0,326.0,326.0,326.0,326.0,652.0,3001.0,1800.0,1500.0,500.0,300.0,2827.0,0
21510,280000.0,1,1,1,34,2,-1,3,2,0,0,314.0,4595.0,1968.0,3175.0,2771.0,4305.0,6751.0,0.0,0.0,1017.0,0.0,9000.0,0
1709,330000.0,1,1,1,46,-1,2,2,-1,-1,-1,764.0,-150.0,5170.0,-28.0,-24.0,306.0,276.0,3.0,1973.0,1536.0,2351.0,1406.0,1
6995,20000.0,1,2,2,27,2,2,2,0,0,2,730.0,700.0,850.0,736.0,8420.0,790.0,910.0,1600.0,1000.0,1100.0,0.0,1500.0,1
29801,50000.0,1,3,2,34,-1,2,-1,-1,-1,-1,43775.0,42463.0,42162.0,42210.0,43969.0,43567.0,0.0,390.0,390.0,390.0,390.0,780.0,0
17609,210000.0,2,2,2,25,0,0,0,0,0,0,62971.0,5924.0,-333.0,-324.0,-342.0,-357.0,1424.0,1555.0,1889.0,2000.0,2000.0,2000.0,0
3427,240000.0,1,1,1,48,2,2,0,0,0,0,780.0,390.0,390.0,780.0,390.0,540.0,0.0,10000.0,10000.0,8000.0,8000.0,9000.0,1
19610,150000.0,2,2,2,33,-2,-2,-2,-2,-2,-2,8456.0,-764.0,12633.0,18927.0,7663.0,4905.0,2026.0,1321.0,0.0,1150.0,0.0,0.0,0
19702,120000.0,2,2,2,31,0,0,0,-2,-2,-2,7833.0,7209.0,9590.0,8268.0,8151.0,9730.0,3000.0,0.0,0.0,0.0,0.0,150.0,1
29557,140000.0,2,1,2,41,2,2,2,2,2,0,29316.0,48621.0,40377.0,49776.0,5596.0,3739.0,3400.0,7200.0,3500.0,0.0,2800.0,5300.0,0
19612,130000.0,2,2,2,28,0,0,0,0,0,0,32591.0,34565.0,3299.0,22718.0,-440.0,-1038.0,1949.0,3000.0,2300.0,2500.0,2362.0,5300.0,0
11633,30000.0,2,2,1,37,2,2,2,2,2,2,52813.0,78715.0,50336.0,8723.0,3045.0,5623.0,0.0,2400.0,1600.0,1200.0,0.0,3300.0,1
1565,200000.0,2,1,2,29,-2,-2,-2,-1,-1,-1,39434.0,40041.0,29506.0,13104.0,6991.0,8824.0,0.0,3196.0,2265.0,1607.0,893.0,4516.0,0
15270,360000.0,2,1,2,33,0,-1,-1,-2,-2,-2,876.0,1108.0,0.0,0.0,11152.0,0.0,222.0,0.0,0.0,0.0,0.0,150.0,0
2955,60000.0,2,1,1,35,1,2,0,0,0,0,316.0,316.0,316.0,316.0,316.0,466.0,0.0,8300.0,2000.0,2000.0,2000.0,2000.0,1
23352,340000.0,2,1,2,37,0,0,0,0,0,0,291.0,291.0,291.0,582.0,582.0,291.0,4442.0,5000.0,52500.0,3100.0,4300.0,3500.0,0
10166,80000.0,2,2,2,43,-1,-1,-1,-1,-1,-2,489.0,0.0,0.0,0.0,0.0,0.0,900.0,720.0,212.0,678.0,4.0,240.0,0
245,150000.0,2,2,1,38,1,2,0,0,0,0,59255.0,55053.0,54814.0,56243.0,61796.0,67744.0,5200.0,4400.0,4000.0,4000.0,4500.0,4000.0,0
192,50000.0,1,2,2,21,0,0,0,-1,-1,-1,22888.0,22397.0,23843.0,23699.0,24309.0,19482.0,3000.0,1000.0,2140.0,300.0,1531.0,561.0,0
1369,100000.0,2,2,1,29,0,0,0,0,0,0,98340.0,99659.0,95197.0,95958.0,88175.0,85689.0,4000.0,1633.0,3003.0,3007.0,3011.0,4000.0,0
3043,210000.0,2,2,2,47,-1,-1,-1,-1,-1,-1,142357.0,137332.0,74357.0,88332.0,82373.0,80169.0,968.0,2386.0,1816.0,8401.0,2520.0,1660.0,0
7962,80000.0,1,1,2,32,0,0,0,0,0,0,53856.0,54659.0,59753.0,59775.0,-620.0,880.0,1500.0,2000.0,1000.0,2000.0,1022.0,1091.0,0
29366,30000.0,1,3,1,32,2,2,0,0,0,0,20549.0,8520.0,29391.0,52338.0,75288.0,75244.0,0.0,1202.0,1000.0,1500.0,911.0,0.0,1
22535,70000.0,2,2,2,24,-1,-1,-1,-1,-1,-1,46446.0,50568.0,56236.0,390.0,780.0,0.0,291.0,261.0,291.0,291.0,331.0,291.0,0
2337,10000.0,1,2,2,23,0,-1,-1,-1,-1,-1,7928.0,23187.0,15067.0,5134.0,11932.0,10188.0,291.0,291.0,291.0,291.0,291.0,747.0,0
6882,50000.0,2,3,2,46,0,0,0,0,0,0,13316.0,13762.0,14619.0,13909.0,11550.0,10577.0,2000.0,2000.0,1200.0,1200.0,1300.0,2400.0,1
28055,120000.0,2,3,1,35,0,0,0,0,0,0,14758.0,12939.0,16393.0,10335.0,9813.0,17917.0,5013.0,3006.0,3038.0,3366.0,2311.0,4055.0,0
5075,420000.0,2,1,1,40,-2,-1,-1,-2,-1,-1,14464.0,8480.0,8201.0,6560.0,0.0,452.0,3041.0,1460.0,2513.0,615.0,428.0,4122.0,0
17139,100000.0,2,3,1,39,0,0,0,0,0,0,265.0,-571.0,44413.0,49792.0,61700.0,0.0,3501.0,2426.0,2000.0,2190.0,2381.0,2642.0,0
892,210000.0,1,2,2,41,-1,-1,-1,-1,-1,-1,16806.0,35950.0,52830.0,9895.0,19145.0,25687.0,3697.0,3924.0,2033.0,981.0,1625.0,4047.0,0
17686,80000.0,2,2,1,37,0,0,0,0,0,0,9380.0,19540.0,0.0,0.0,300.0,150.0,3200.0,3400.0,3203.0,2500.0,2400.0,2400.0,0
11823,110000.0,1,3,2,28,0,0,2,0,0,0,45633.0,29147.0,40311.0,86250.0,54224.0,47604.0,3500.0,0.0,2100.0,2000.0,1500.0,1900.0,0
8611,140000.0,1,2,2,36,1,2,0,0,0,0,85799.0,71665.0,43031.0,44195.0,46069.0,46785.0,0.0,25770.0,3300.0,3000.0,3000.0,8700.0,1
15481,180000.0,2,2,2,27,0,0,0,0,0,0,31221.0,198602.0,161386.0,119593.0,114450.0,85352.0,4000.0,10000.0,10000.0,6000.0,5000.0,9000.0,0
5481,290000.0,2,1,1,34,0,0,0,0,0,-1,46024.0,46467.0,43383.0,44356.0,44121.0,43770.0,5000.0,56000.0,10000.0,0.0,4972.0,10000.0,0
27792,20000.0,1,3,2,45,0,0,0,0,-2,-2,214087.0,196355.0,201664.0,182447.0,197984.0,150607.0,3403.0,1440.0,700.0,765.0,3700.0,900.0,0
5951,500000.0,2,1,2,35,0,-1,-1,0,0,0,184785.0,196704.0,295345.0,266416.0,197628.0,117660.0,6664.0,32849.0,39617.0,310006.0,21408.0,43037.0,0
18836,70000.0,2,2,2,39,0,0,0,0,0,0,263390.0,328529.0,268272.0,345148.0,256565.0,238368.0,1575.0,1919.0,2000.0,1306.0,2000.0,4001.0,0
19106,280000.0,2,1,2,26,1,2,0,0,2,2,115577.0,127802.0,112635.0,54119.0,52784.0,53377.0,5300.0,5400.0,4000.0,4100.0,5900.0,4500.0,0
20645,360000.0,1,1,2,30,1,2,-1,-1,-1,-1,112381.0,107665.0,116197.0,129775.0,130469.0,132536.0,0.0,13920.0,14782.0,8015.0,2380.0,8100.0,0
27957,220000.0,2,2,1,32,0,0,0,0,0,0,21633.0,53715.0,39704.0,38582.0,39463.0,39593.0,6200.0,6000.0,6300.0,3608.0,12490.0,3112.0,0
22204,120000.0,2,3,2,42,0,0,0,0,0,0,24731.0,25721.0,29841.0,27026.0,27408.0,28374.0,5000.0,48527.0,2155.0,3000.0,3000.0,2000.0,0
4078,200000.0,1,3,2,28,1,2,0,0,0,0,28705.0,29172.0,30386.0,28984.0,28375.0,28947.0,0.0,10390.0,10000.0,9000.0,7000.0,7200.0,1
5203,410000.0,2,1,2,35,-1,-1,-1,-1,-1,-1,262442.0,186109.0,176232.0,166708.0,160796.0,117236.0,36408.0,71841.0,160783.0,8581.0,4289.0,7792.0,0
22306,360000.0,2,2,1,41,0,0,0,0,0,0,57717.0,56766.0,58065.0,59816.0,19705.0,18567.0,11167.0,5502.0,10038.0,7010.0,3007.0,4023.0,0
16097,290000.0,2,2,1,38,0,0,0,0,0,0,780.0,0.0,390.0,0.0,780.0,0.0,3030.0,4003.0,3003.0,3003.0,10622.0,3202.0,0
20885,320000.0,1,1,2,30,-1,0,-1,-1,-1,0,8862.0,5290.0,530.0,325.0,1399.0,0.0,10000.0,20000.0,8000.0,23000.0,5000.0,5000.0,1
13412,200000.0,1,1,1,38,-1,-1,-1,-1,-1,-1,7960.0,9762.0,7200.0,0.0,0.0,0.0,5595.0,3025.0,1171.0,1049.0,1155.0,215.0,0
11500,280000.0,1,1,2,58,0,0,0,0,0,0,1383.0,0.0,0.0,12927.0,90819.0,57252.0,9600.0,9002.0,15050.0,6200.0,5400.0,7300.0,0
5552,220000.0,1,3,1,51,-1,2,-1,-1,-1,-1,28160.0,7564.0,73489.0,1298.0,994.0,2713.0,0.0,943.0,1181.0,1003.0,1113.0,1182.0,0
21701,150000.0,2,3,1,39,1,-1,-1,-1,-1,-2,133140.0,136231.0,133081.0,78418.0,82141.0,80849.0,100.0,100.0,600.0,80.0,0.0,100.0,0
7068,240000.0,2,2,2,24,0,0,0,0,0,0,272677.0,274089.0,204124.0,169551.0,169016.0,164608.0,10000.0,10000.0,10000.0,20000.0,5000.0,10000.0,0
3715,440000.0,2,2,2,50,-1,-1,-1,-1,-1,-1,28927.0,25618.0,32016.0,29700.0,29523.0,30365.0,291.0,291.0,291.0,291.0,271.0,291.0,0
18365,20000.0,1,2,2,42,0,0,0,0,0,0,13818.0,16180.0,19082.0,15200.0,0.0,10000.0,3000.0,4162.0,3000.0,1000.0,408.0,3104.0,0
3229,280000.0,2,2,1,35,0,0,0,0,0,0,118073.0,136492.0,91802.0,6397.0,39484.0,40622.0,9000.0,9000.0,9000.0,7700.0,8000.0,7000.0,0
22395,260000.0,2,2,2,30,-2,-2,-2,-2,-2,-2,187420.0,199126.0,235087.0,232771.0,293407.0,232176.0,1742.0,2346.0,1003.0,761.0,1635.0,3983.0,0
17532,40000.0,2,3,2,44,2,3,2,3,2,2,93316.0,98466.0,101935.0,102971.0,107126.0,110271.0,3000.0,2500.0,3000.0,4100.0,9000.0,0.0,1
26035,230000.0,2,2,2,38,0,0,0,-1,0,0,59140.0,52907.0,29376.0,27843.0,18515.0,30482.0,2000.0,0.0,8452.0,10000.0,2000.0,1600.0,0
11916,220000.0,2,1,2,46,0,0,0,0,0,0,105400.0,105638.0,108825.0,106478.0,99119.0,1600.0,4500.0,3200.0,3500.0,3000.0,3200.0,3500.0,0
13843,130000.0,2,3,2,22,-1,-1,-1,0,0,0,177224.0,79029.0,56757.0,28289.0,301453.0,29299.0,20000.0,35939.0,3300.0,3000.0,2000.0,0.0,1
313,20000.0,1,2,2,23,0,0,0,0,0,-1,27071.0,28908.0,28425.0,28333.0,26831.0,3790.0,21003.0,2110.0,2000.0,1000.0,6689.0,0.0,1
11828,330000.0,2,1,2,40,-1,-1,-1,0,0,0,65924.0,61397.0,60445.0,59618.0,60221.0,57108.0,8093.0,78108.0,14100.0,12500.0,11000.0,7900.0,0
9156,50000.0,2,1,2,25,1,2,0,0,2,2,238.0,497.0,0.0,0.0,0.0,692.0,0.0,2005.0,1532.0,0.0,1107.0,390.0,0
18974,80000.0,2,2,2,26,0,0,0,0,0,0,83.0,662.0,336.0,341.0,287.0,507.0,935.0,1479.0,1799.0,1200.0,1100.0,1200.0,0
15882,140000.0,2,2,2,32,2,2,2,2,0,0,995.0,1316.0,213.0,-19.0,1635.0,1320.0,0.0,5616.0,0.0,6000.0,1900.0,4100.0,1
1663,60000.0,1,2,1,25,0,0,0,0,0,0,146301.0,125145.0,123138.0,122533.0,83449.0,83206.0,2902.0,3427.0,1800.0,1971.0,2000.0,10000.0,0
28542,60000.0,1,2,1,30,1,2,2,2,0,0,191960.0,194039.0,144054.0,153533.0,188123.0,292046.0,0.0,4000.0,0.0,3500.0,1600.0,1700.0,1
2554,140000.0,2,1,2,27,-1,2,-1,-1,-1,-1,49012.0,50821.0,50012.0,49292.0,49822.0,51013.0,0.0,1179.0,9198.0,5034.0,1674.0,4408.0,1
6164,130000.0,2,1,2,23,-1,-1,-1,-1,-1,-1,93290.0,93362.0,50038.0,63921.0,56013.0,51010.0,416.0,416.0,416.0,416.0,416.0,416.0,1
11966,360000.0,2,1,2,29,0,0,0,-2,-2,-2,116828.0,101477.0,800.0,10184.0,5055.0,-316.0,34.0,0.0,0.0,0.0,0.0,3212.0,0
24338,170000.0,1,1,2,34,-1,-1,-1,0,0,0,8864.0,8974.0,137736.0,102810.0,84345.0,76551.0,1465.0,2256.0,0.0,1224.0,0.0,0.0,1
12443,160000.0,2,3,2,29,2,0,0,0,0,0,47010.0,48917.0,49247.0,51400.0,0.0,0.0,2743.0,1176.0,4000.0,5000.0,3100.0,2500.0,0
17460,240000.0,2,1,1,33,0,0,0,0,0,0,30728.0,49419.0,49776.0,6052.0,7120.0,9473.0,7177.0,6022.0,6000.0,6000.0,6000.0,6000.0,0
3226,120000.0,1,1,1,35,2,0,0,0,2,2,67824.0,51748.0,51247.0,50396.0,17622.0,18490.0,6000.0,8000.0,5000.0,0.0,5800.0,1390.0,0
14617,390000.0,2,1,2,39,0,0,0,0,0,0,666.0,6724.0,6369.0,6501.0,2370.0,-200.0,6700.0,4090.0,5000.0,6291.0,6000.0,7000.0,0
651,240000.0,2,2,2,26,1,-2,-1,-1,-1,-1,18713.0,18814.0,20402.0,20452.0,19940.0,390.0,0.0,737.0,0.0,496.0,0.0,0.0,0
