customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
3594-EKOSS,Male,0,Yes,No,60,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,95.35,6340.1,0
5173-PEMVM,Female,1,No,No,34,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.05,169.95,1
3436-BMMTT,Female,0,Yes,Yes,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.62,293.2,0
3413-PFBZW,Male,0,No,No,43,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),75.35,266.45,0
3452-KAKQG,Male,0,Yes,Yes,29,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.9,879.25,0
2235-SKCGF,Female,0,Yes,Yes,1,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,53.65,1014.25,0
2138-MFZOY,Female,0,No,No,41,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),71.05,2761.7,0
2207-TSONA,Male,0,Yes,Yes,51,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),74.45,1483.7,1
7940-JCRZD,Male,0,No,No,19,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,52.15,244.85,0
2055-LZNHK,Female,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.45,1123.65,0
7299-JTMCG,Female,0,No,No,7,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Mailed check,42.25,6130.2,0
9865-CNIRI,Female,0,No,No,10,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,51.05,865.0,1
9376-HHIJN,Male,0,No,No,13,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),50.1,5610.25,0
1725-AHBYY,Male,0,No,No,24,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),44.6,8413.05,0
2251-DLZDQ,Male,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,23.2,979.85,0
3440-NPFYW,Male,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,90.85,4464.4,0
3424-HVGHY,Female,0,No,No,5,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,86.6,2849.9,1
8691-KWIAL,Male,0,No,No,53,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,56.0,640.1,0
9839-XQWYF,Female,1,No,No,2,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.95,1230.9,1
8538-OIURT,Male,0,Yes,Yes,57,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Electronic check,64.15,1066.65,0
7116-BSUTS,Male,0,No,No,11,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.1,5305.05,0
1624-JWCAU,Female,0,No,No,12,No,No phone service,DSL,Yes,No,No,No,Yes,No,One year,No,Electronic check,64.4,268.35,0
1074-QNSFB,Male,1,Yes,No,23,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.95,2779.6,0
0895-GBIWE,Female,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.45,55.8,1
4024-BMGJM,Female,0,No,No,9,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),70.1,198.3,0
3088-LVDHQ,Male,0,Yes,No,47,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,90.85,237.25,0
4115-MVMBM,Male,0,No,No,30,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,94.1,200.85,1
4837-LLKXJ,Male,0,No,No,8,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),75.5,810.85,0
2036-HHUAX,Male,1,Yes,No,24,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),82.3,74.35,0
7503-DVOGB,Female,0,Yes,Yes,51,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,90.1,6333.55,0
0516-IJYKU,Male,0,No,No,71,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),60.85,4440.25,0
2800-KERUS,Male,0,Yes,Yes,57,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.85,652.7,0
2411-YGZQN,Female,0,No,Yes,24,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,95.85,839.8,0
8993-QRAPT,Female,0,No,No,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,108.45,303.15,1
0384-MRDLV,Male,1,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,73.2,958.0,0
3946-DQHQV,Female,1,No,No,11,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,34.4,4304.2,0
4697-ZSYXS,Male,0,No,No,20,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,95.6,54.3,0
7024-CSNQJ,Female,0,No,No,34,Yes,No,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,60.25,790.25,1
0535-WGEOQ,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.55,1174.9,1
3773-BDQWJ,Male,0,Yes,No,41,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,87.3,884.65,0
8740-CIJAF,Female,0,No,No,10,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,90.1,6521.0,0
6373-TETYI,Male,1,No,No,13,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,97.55,7082.45,1
3703-OSFTW,Female,0,No,No,72,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Electronic check,99.7,2236.2,0
5546-DVMDU,Male,0,No,No,12,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),54.55,61.0,0
7591-SOSNB,Female,0,No,No,49,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.65,1813.4,1
5965-DDOTK,Female,0,Yes,No,54,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),70.05,1806.95,0
1951-HZFQT,Male,0,Yes,Yes,49,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),29.6,2870.95,0
2505-EUWXF,Female,0,No,No,34,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.0,3121.4,0
4790-XIMQN,Male,0,Yes,Yes,31,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,100.4,1539.15,1
5027-NHDUU,Female,0,No,No,17,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),50.65,1021.45,0
9223-JHPHG,Female,1,No,No,58,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.55,108.15,0
0384-LJDBO,Female,0,Yes,Yes,3,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,64.45,1185.0,0
2858-WOIRV,Male,0,Yes,Yes,50,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),79.4,25.2,0
7199-YOLBE,Female,0,Yes,Yes,65,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),84.3,119.15,0
1096-WTXYM,Male,0,Yes,No,15,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),54.35,5893.2,0
4412-FEJDP,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,100.65,417.05,0
1352-IFJTB,Male,0,No,No,30,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),102.25,440.1,0
0569-FILEH,Female,0,Yes,Yes,53,Yes,Yes,DSL,No,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),58.95,1522.4,0
4045-ZVKDH,Female,1,Yes,Yes,26,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,84.45,474.45,0
9891-LHMTS,Female,0,No,No,72,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),60.45,19.5,0
8520-EWJZO,Male,0,No,No,13,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),84.45,6825.45,0
0550-BZXMJ,Male,0,Yes,Yes,5,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),84.75,298.15,1
8521-NKQPB,Female,0,No,No,30,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),58.9,7511.2,0
7188-RLDDI,Male,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),90.95,1655.35,0
8567-VTJZY,Female,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),91.25,346.35,0
1024-RZRNM,Male,0,Yes,Yes,64,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),95.05,1501.35,0
9912-CVZDC,Female,0,No,No,49,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),99.95,507.35,0
2541-GFPHZ,Male,0,Yes,Yes,55,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,99.55,2670.35,0
7541-KPVLC,Male,0,No,No,62,No,No phone service,DSL,Yes,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),65.7,79.15,0
5954-DSRUS,Male,0,Yes,Yes,72,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),89.7,3019.25,0
0367-FZSZU,Male,0,Yes,No,56,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,107.75,1015.35,1
2882-FLEZN,Female,0,Yes,Yes,60,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),80.25,6399.05,0
0513-ITUMK,Male,0,Yes,No,72,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Mailed check,77.55,7018.4,0
3371-NHBJC,Male,1,Yes,No,36,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,64.4,3478.25,0
9210-LTRAG,Male,0,No,No,3,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,88.4,3764.3,1
8208-YSJDJ,Female,0,No,No,10,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,80.1,5485.8,0
4647-IHEHU,Female,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),79.4,696.75,0
7974-UIMHT,Male,0,No,No,71,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),99.75,557.7,1
1771-OYKGE,Female,0,No,No,10,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),102.1,553.35,1
4936-NSDPQ,Male,0,Yes,No,43,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),86.15,371.15,0
2096-QMGWA,Female,0,No,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,75.75,4733.15,1
6551-HIRJH,Female,1,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.95,580.85,1
3461-SZPMD,Male,1,Yes,No,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.0,5166.25,0
3005-BIMXB,Male,0,No,No,64,No,No phone service,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),50.4,155.15,0
8505-CDOCG,Female,0,No,No,65,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),76.4,2099.35,1
9223-YYTXK,Female,0,No,No,60,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),113.65,2184.75,0
9560-ZGUDK,Female,0,No,No,47,No,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),75.55,1857.15,0
4143-SSVRU,Male,0,Yes,No,42,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),104.35,2081.4,0
9224-YJMAW,Female,0,Yes,No,68,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),98.75,996.85,0
0603-JOEOF,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),104.4,5291.05,0
0565-YYTOA,Male,0,Yes,No,53,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),105.35,5863.65,0
1095-TVXZW,Female,0,Yes,Yes,63,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),93.85,2333.45,0
6322-CAALX,Female,0,Yes,Yes,18,No,No phone service,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),61.05,2287.2,1
0318-HGMJS,Female,0,No,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),105.1,1012.9,0
0329-WBIFZ,Male,0,Yes,No,68,Yes,No,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),49.7,1238.55,1
8924-WYPLT,Male,0,Yes,Yes,32,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,One year,No,Credit card (automatic),84.7,5597.65,0
5763-BCASV,Female,0,Yes,No,12,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.0,6725.6,0
0823-XQWOG,Male,0,Yes,Yes,3,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,76.45,438.9,1
4526-KAFYD,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),69.35,1225.0,0
0827-UDMRN,Female,0,No,No,29,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),89.35,475.25,0
6912-GLQNV,Male,0,Yes,Yes,71,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),50.8,157.2,0
9647-OBDCF,Female,1,No,No,22,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),95.95,44.75,0
8775-UIMBA,Female,0,No,No,17,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),95.7,7134.0,1
5347-YWJAI,Male,1,Yes,Yes,71,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),63.75,6982.0,0
9234-LOJSH,Female,0,Yes,Yes,8,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,95.75,865.85,1
3905-ACRHJ,Female,0,Yes,Yes,69,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),92.5,74.0,0
9324-ZHMLS,Male,0,Yes,Yes,13,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),86.6,75.0,0
8050-FIDUS,Female,0,Yes,No,10,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.25,5143.2,0
6128-UGTCU,Female,0,Yes,Yes,6,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),95.15,59.95,1
4806-JWBMU,Male,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),90.05,3729.9,0
6571-CLBYW,Female,0,Yes,No,66,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),89.75,517.7,0
8791-JPSJI,Male,0,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),109.9,709.25,0
6587-MSDYT,Male,0,Yes,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),104.05,281.7,0
0815-VFAZH,Male,0,Yes,No,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),115.0,156.0,0
7134-NWMAW,Male,1,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),109.55,1790.15,0
2913-BPGZW,Male,0,Yes,Yes,57,No,No phone service,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),80.15,1129.75,0
8118-ADUUZ,Male,1,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),109.55,493.1,0
7101-QVKFY,Female,0,No,No,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.55,3186.65,0
8608-HYCRX,Male,0,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.5,7723.25,0
5974-JCRZG,Female,0,No,No,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.8,2874.15,0
8245-TETGO,Female,0,Yes,Yes,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.0,3046.65,0
3783-WWXDR,Female,0,Yes,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.85,35.9,0
9374-PONWA,Male,0,Yes,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.8,663.55,0
0103-HFAOK,Female,0,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.85,313.4,0
8348-GICBV,Male,0,No,No,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.8,2383.6,0
6131-XWZAM,Male,0,Yes,Yes,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.7,3096.7,0
2696-QRVOJ,Male,0,Yes,No,67,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),104.35,3430.9,0
7055-THJWZ,Female,0,Yes,No,57,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),106.35,3.65,0
3473-YJTWA,Male,0,No,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.85,5018.2,0
