enrollee_id,city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
12199,city_21,0.624,Male,No relevent experience,Full time course,Masters,STEM,11,,,1,57,1.0
18488,city_23,0.899,Male,Has relevent experience,no_enrollment,High School,,4,100-500,,1,56,0.0
19966,city_21,0.624,,No relevent experience,Full time course,Graduate,STEM,7,,,,20,1.0
1011,city_136,0.897,Male,No relevent experience,no_enrollment,High School,,8,,,never,4,0.0
21795,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,,3,21,0.0
8412,city_114,0.926,Male,No relevent experience,Full time course,High School,,6,,,1,328,0.0
24105,city_46,0.762,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,,,>4,16,0.0
14176,city_71,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,,,2,64,1.0
7469,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,4,,,2,70,0.0
3499,city_98,0.949,Male,No relevent experience,no_enrollment,Phd,STEM,10,500-999,NGO,>4,124,0.0
29355,city_103,0.92,Male,No relevent experience,Full time course,High School,,1,,,1,17,1.0
13598,city_103,0.92,Male,Has relevent experience,Part time course,Masters,STEM,11,10/49,,2,80,0.0
11892,city_74,0.579,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,,,1,21,1.0
3320,city_90,0.698,Female,Has relevent experience,no_enrollment,Masters,STEM,13,,,3,4,1.0
5113,city_98,0.949,Male,Has relevent experience,Full time course,Graduate,STEM,8,,,1,65,0.0
14260,city_136,0.897,Female,Has relevent experience,no_enrollment,Masters,STEM,>20,,,2,89,0.0
4179,city_102,0.804,Male,No relevent experience,no_enrollment,Primary School,,<1,,,never,42,0.0
1673,city_115,0.789,,No relevent experience,Full time course,Graduate,STEM,6,,,>4,190,0.0
19534,city_136,0.897,Male,Has relevent experience,Part time course,High School,,7,50-99,,1,46,0.0
247,city_73,0.754,Male,Has relevent experience,Part time course,Graduate,STEM,5,,,1,204,1.0
32305,city_100,0.887,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,2,16,1.0
21128,city_73,0.754,Male,Has relevent experience,Full time course,Graduate,STEM,13,,,1,10,1.0
6245,city_104,0.924,Male,No relevent experience,Full time course,Graduate,STEM,4,,,1,91,1.0
4447,city_11,0.55,Male,No relevent experience,Full time course,Masters,STEM,12,50-99,NGO,1,25,1.0
20201,city_21,0.624,,No relevent experience,Full time course,High School,,2,,,never,26,1.0
95,city_90,0.698,Male,Has relevent experience,Full time course,Graduate,STEM,7,,,1,92,1.0
23146,city_64,0.6659999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,1,47,0.0
31794,city_103,0.92,,Has relevent experience,no_enrollment,Masters,STEM,10,1000-4999,NGO,>4,23,0.0
7263,city_73,0.754,,No relevent experience,no_enrollment,Graduate,Humanities,6,,,4,28,1.0
3401,city_11,0.55,Male,Has relevent experience,Part time course,Graduate,STEM,3,50-99,,1,30,1.0
32989,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10/49,,1,54,0.0
17996,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,<1,,,never,96,0.0
23314,city_103,0.92,,No relevent experience,no_enrollment,Masters,Arts,8,50-99,Pvt Ltd,2,28,1.0
25670,city_16,0.91,,Has relevent experience,no_enrollment,Masters,STEM,15,100-500,Pvt Ltd,4,20,0.0
3991,city_114,0.926,,No relevent experience,Full time course,Graduate,STEM,3,,,never,43,0.0
2411,city_90,0.698,,No relevent experience,Full time course,Graduate,STEM,3,,,never,6,0.0
14457,city_67,0.855,,No relevent experience,Full time course,Graduate,STEM,3,,,never,5,1.0
27111,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,14,,,1,74,1.0
17568,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,46,1.0
12966,city_11,0.55,Male,Has relevent experience,no_enrollment,Graduate,Humanities,10,500-999,,3,8,1.0
21034,city_114,0.926,Male,Has relevent experience,Full time course,Graduate,STEM,4,50-99,,2,21,0.0
4336,city_173,0.878,,Has relevent experience,no_enrollment,Masters,STEM,9,10000+,Pvt Ltd,1,74,0.0
20114,city_73,0.754,Female,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,,>4,41,0.0
22664,city_162,0.767,Male,Has relevent experience,Full time course,Graduate,STEM,2,50-99,,1,19,0.0
14825,city_11,0.55,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,,Pvt Ltd,1,47,0.0
3673,city_160,0.92,Male,No relevent experience,no_enrollment,High School,,1,,Pvt Ltd,never,161,0.0
14563,city_23,0.899,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,100-500,NGO,1,13,0.0
1358,city_160,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,10000+,NGO,>4,4,0.0
4493,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,3,10/49,,never,19,1.0
7169,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,1000-4999,NGO,>4,16,0.0
18802,city_103,0.92,Female,No relevent experience,no_enrollment,Graduate,Humanities,1,,,1,162,0.0
28843,city_103,0.92,Male,Has relevent experience,no_enrollment,High School,,17,10/49,Pvt Ltd,1,72,0.0
26099,city_65,0.802,Female,Has relevent experience,no_enrollment,,,5,<10,Early Stage Startup,1,4,0.0
15783,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,10,100-500,Pvt Ltd,>4,95,0.0
1993,city_114,0.926,Male,Has relevent experience,no_enrollment,High School,,10,<10,Pvt Ltd,2,55,0.0
13013,city_16,0.91,,No relevent experience,Part time course,Graduate,STEM,15,<10,Pvt Ltd,4,32,0.0
27016,city_90,0.698,Male,Has relevent experience,no_enrollment,High School,,12,100-500,Pvt Ltd,1,92,0.0
12247,city_46,0.762,Female,No relevent experience,Full time course,High School,,2,,,never,48,0.0
15462,city_21,0.624,,No relevent experience,no_enrollment,Masters,STEM,<1,100-500,Pvt Ltd,1,42,0.0
4992,city_150,0.698,Male,Has relevent experience,no_enrollment,High School,,13,100-500,Pvt Ltd,2,164,0.0
7392,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,2,135,0.0
2024,city_103,0.92,,No relevent experience,no_enrollment,Graduate,STEM,1,10000+,Pvt Ltd,3,164,1.0
15664,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,18,50-99,Funded Startup,>4,58,0.0
26716,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,2,59,0.0
302,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,100-500,Pvt Ltd,1,118,0.0
18893,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,2,130,0.0
9984,city_67,0.855,,Has relevent experience,Part time course,High School,,8,50-99,Pvt Ltd,1,28,0.0
21168,city_114,0.926,,Has relevent experience,no_enrollment,Graduate,STEM,17,10000+,Pvt Ltd,1,55,0.0
25200,city_102,0.804,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,10000+,Pvt Ltd,1,11,0.0
10345,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,9,1000-4999,Pvt Ltd,3,32,0.0
32717,city_90,0.698,Female,Has relevent experience,Part time course,Graduate,STEM,6,1000-4999,,1,50,0.0
16030,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,17,50-99,Early Stage Startup,1,22,0.0
14743,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,500-999,Pvt Ltd,3,81,0.0
18179,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,500-999,Pvt Ltd,4,24,0.0
15797,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10/49,Pvt Ltd,1,57,0.0
19171,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,1000-4999,Pvt Ltd,4,48,0.0
17460,city_71,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,500-999,Pvt Ltd,1,25,0.0
22637,city_91,0.691,Male,Has relevent experience,Part time course,Masters,STEM,8,50-99,Pvt Ltd,1,66,0.0
16114,city_97,0.925,Male,Has relevent experience,no_enrollment,Masters,STEM,9,10000+,Pvt Ltd,never,56,0.0
11360,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,10000+,Pvt Ltd,2,96,0.0
15127,city_83,0.923,Male,Has relevent experience,no_enrollment,High School,,>20,50-99,Pvt Ltd,>4,14,0.0
31524,city_71,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,2,163,0.0
30952,city_149,0.6890000000000001,,Has relevent experience,no_enrollment,Graduate,STEM,3,100-500,Other,1,56,0.0
28981,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,1,82,1.0
14607,city_10,0.895,Male,Has relevent experience,no_enrollment,Graduate,Other,9,100-500,Pvt Ltd,3,51,0.0
557,city_16,0.91,Male,Has relevent experience,Full time course,Graduate,STEM,10,50-99,Pvt Ltd,>4,47,0.0
25536,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,3,11,0.0
23645,city_99,0.915,,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Funded Startup,1,149,0.0
23302,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,3,100-500,Pvt Ltd,>4,50,0.0
30758,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,10000+,Pvt Ltd,1,102,1.0
3075,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,>4,152,0.0
9944,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,>4,84,0.0
9172,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,21,0.0
2959,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Funded Startup,1,42,0.0
13468,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,Pvt Ltd,1,31,1.0
29608,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,4,59,0.0
2465,city_21,0.624,Male,Has relevent experience,Part time course,Masters,,13,10/49,Public Sector,,19,1.0
3637,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,3,226,0.0
17099,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,<1,1000-4999,,never,57,1.0
32397,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,55,0.0
30716,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,7,10/49,Pvt Ltd,3,84,1.0
12244,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,500-999,Funded Startup,2,112,0.0
7387,city_73,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,100-500,Pvt Ltd,2,35,0.0
31356,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,500-999,Pvt Ltd,1,15,1.0
22542,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,500-999,Funded Startup,1,54,0.0
18625,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Other,14,100-500,Pvt Ltd,1,87,1.0
7939,city_114,0.926,,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Pvt Ltd,>4,56,0.0
6127,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,4,135,0.0
16687,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,3,74,0.0
7717,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,>20,,,>4,116,0.0
29848,city_16,0.91,,No relevent experience,Full time course,Graduate,Other,4,50-99,Funded Startup,1,112,0.0
1109,city_83,0.923,Male,Has relevent experience,no_enrollment,Masters,No Major,>20,1000-4999,Pvt Ltd,>4,17,0.0
24804,city_12,0.64,Male,Has relevent experience,Part time course,Graduate,STEM,15,100-500,Pvt Ltd,>4,62,0.0
16949,city_103,0.92,Female,Has relevent experience,no_enrollment,Masters,Humanities,>20,1000-4999,NGO,>4,124,0.0
28913,city_19,0.682,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,,Public Sector,1,192,0.0
17084,city_152,0.698,,Has relevent experience,Part time course,Graduate,STEM,>20,100-500,Pvt Ltd,4,26,0.0
10497,city_97,0.925,,Has relevent experience,no_enrollment,Graduate,STEM,10,10/49,Funded Startup,1,17,0.0
7399,city_149,0.6890000000000001,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,50-99,Pvt Ltd,2,83,0.0
517,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10/49,Funded Startup,2,49,0.0
8875,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,1000-4999,Pvt Ltd,>4,37,0.0
19430,city_61,0.913,Female,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,1,72,0.0
28429,city_150,0.698,Male,No relevent experience,no_enrollment,High School,,2,100-500,Pvt Ltd,never,22,1.0
5748,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,3,46,1.0
7790,city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Funded Startup,1,20,0.0
8210,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,Pvt Ltd,1,14,1.0
26592,city_71,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,10/49,Funded Startup,1,29,0.0
7068,city_173,0.878,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,Funded Startup,1,44,0.0
16494,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Funded Startup,2,23,0.0
27023,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,46,0.0
31040,city_57,0.866,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,1000-4999,Pvt Ltd,4,48,1.0
27045,city_16,0.91,Female,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,>4,43,0.0
2771,city_99,0.915,Male,Has relevent experience,no_enrollment,High School,,11,<10,Early Stage Startup,1,110,1.0
12035,city_21,0.624,Female,Has relevent experience,no_enrollment,Graduate,STEM,5,<10,Pvt Ltd,1,10,1.0
15208,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,100-500,Public Sector,4,16,0.0
14050,city_23,0.899,,No relevent experience,no_enrollment,Graduate,Humanities,9,500-999,Funded Startup,2,17,0.0
13013,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,4,92,1.0
25883,city_50,0.8959999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,10/49,Funded Startup,1,124,0.0
23871,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,14,10/49,Early Stage Startup,2,12,0.0
29597,city_21,0.624,Female,Has relevent experience,no_enrollment,Graduate,STEM,<1,50-99,Pvt Ltd,1,94,1.0
10270,city_114,0.926,Male,No relevent experience,no_enrollment,Phd,STEM,>20,1000-4999,Public Sector,>4,95,0.0
29289,city_16,0.91,Male,Has relevent experience,Part time course,Graduate,STEM,>20,<10,Early Stage Startup,1,69,0.0
27893,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Funded Startup,3,37,1.0
7495,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,2,41,0.0
11329,city_40,0.7759999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,100-500,Pvt Ltd,>4,64,0.0
21274,city_73,0.754,Female,No relevent experience,Full time course,Masters,STEM,2,,Public Sector,1,60,0.0
26988,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Public Sector,>4,91,1.0
6237,city_114,0.926,Male,No relevent experience,,,,3,,Pvt Ltd,never,9,0.0
10251,city_16,0.91,,No relevent experience,Part time course,Graduate,STEM,2,,,,166,0.0
9415,city_97,0.925,,Has relevent experience,no_enrollment,Masters,STEM,>20,,,>4,17,0.0
6283,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,8,,,2,33,0.0
14936,city_65,0.802,Male,No relevent experience,Part time course,Masters,STEM,14,,,4,36,1.0
22075,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,Other,5,,,1,11,0.0
1725,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,Other,19,,,4,74,0.0
13360,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,,,3,234,1.0
32627,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,12,500-999,NGO,2,78,0.0
5597,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,,,1,36,1.0
31081,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,,,1,83,1.0
28427,city_21,0.624,,No relevent experience,Full time course,High School,,2,,,never,48,1.0
13969,city_73,0.754,Male,Has relevent experience,Part time course,Graduate,STEM,14,,,1,44,1.0
10911,city_16,0.91,Male,No relevent experience,Full time course,Graduate,Humanities,5,,,1,30,0.0
22336,city_179,0.512,,No relevent experience,Full time course,Graduate,STEM,2,500-999,,2,56,0.0
23527,city_74,0.579,Male,No relevent experience,Full time course,Graduate,STEM,5,,,never,151,0.0
4414,city_114,0.926,,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,NGO,1,53,0.0
8179,city_71,0.884,Male,No relevent experience,Full time course,Graduate,STEM,7,,,never,19,1.0
17349,city_21,0.624,Female,No relevent experience,Full time course,High School,,3,,,never,73,0.0
4667,city_65,0.802,,Has relevent experience,no_enrollment,Masters,STEM,15,100-500,Pvt Ltd,2,43,0.0
32244,city_21,0.624,,Has relevent experience,no_enrollment,Masters,STEM,5,50-99,Pvt Ltd,3,26,1.0
28116,city_28,0.939,Female,No relevent experience,no_enrollment,Masters,STEM,10,10000+,NGO,4,41,0.0
9373,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,10,10/49,Pvt Ltd,1,112,0.0
32647,city_104,0.924,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,4,186,0.0
10898,city_105,0.794,,No relevent experience,no_enrollment,Masters,STEM,11,1000-4999,Pvt Ltd,1,8,0.0
11476,city_103,0.92,Male,No relevent experience,no_enrollment,Masters,Arts,>20,1000-4999,Pvt Ltd,>4,178,0.0
27919,city_74,0.579,,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,1,138,0.0
8184,city_21,0.624,,Has relevent experience,Full time course,Masters,STEM,7,100-500,Pvt Ltd,2,178,0.0
28704,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,6,1000-4999,Pvt Ltd,1,52,0.0
25804,city_100,0.887,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,Pvt Ltd,1,156,0.0
29135,city_71,0.884,Male,Has relevent experience,no_enrollment,High School,,12,50-99,Pvt Ltd,>4,206,0.0
26065,city_103,0.92,Male,Has relevent experience,no_enrollment,High School,,>20,50-99,Pvt Ltd,>4,196,0.0
15002,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,Other,4,10/49,Pvt Ltd,1,51,0.0
25201,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,10/49,Pvt Ltd,1,36,0.0
30533,city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,50-99,Pvt Ltd,2,11,0.0
905,city_90,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,10/49,Pvt Ltd,2,37,0.0
15177,city_12,0.64,Male,Has relevent experience,Full time course,Graduate,STEM,3,50-99,Pvt Ltd,1,300,0.0
10710,city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,Humanities,19,<10,Pvt Ltd,1,62,0.0
28876,city_102,0.804,,No relevent experience,no_enrollment,Graduate,STEM,16,10/49,Pvt Ltd,>4,32,0.0
16627,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,8,10/49,Pvt Ltd,>4,83,0.0
31734,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,>4,40,0.0
14298,city_165,0.903,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Funded Startup,1,22,0.0
27479,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,5,10/49,Pvt Ltd,1,48,1.0
27629,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,>4,47,0.0
15392,city_99,0.915,Male,No relevent experience,no_enrollment,Graduate,STEM,12,10/49,Pvt Ltd,>4,51,0.0
23041,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,No Major,14,100-500,Pvt Ltd,2,146,0.0
24308,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,100-500,Pvt Ltd,1,14,1.0
13539,city_160,0.92,,Has relevent experience,Part time course,Graduate,STEM,10,50-99,Funded Startup,1,21,0.0
24598,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Pvt Ltd,2,73,1.0
14315,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,2,,Pvt Ltd,never,84,1.0
32241,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,1,10000+,Pvt Ltd,1,182,0.0
5734,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Funded Startup,2,28,0.0
33282,city_160,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,15,5000-9999,Public Sector,2,46,0.0
12467,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,No Major,13,10/49,Funded Startup,1,43,0.0
7771,city_21,0.624,Female,Has relevent experience,no_enrollment,Graduate,STEM,4,10000+,Pvt Ltd,1,54,1.0
12289,city_16,0.91,,No relevent experience,no_enrollment,Graduate,STEM,14,5000-9999,Public Sector,>4,124,0.0
16136,city_103,0.92,,No relevent experience,no_enrollment,Graduate,Humanities,15,5000-9999,Pvt Ltd,>4,182,0.0
9394,city_141,0.763,Male,Has relevent experience,Full time course,Graduate,STEM,10,100-500,Pvt Ltd,never,21,0.0
20275,city_16,0.91,Male,No relevent experience,Full time course,Graduate,STEM,10,100-500,Public Sector,3,82,0.0
32344,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10/49,Early Stage Startup,1,28,1.0
8611,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,3,10/49,Funded Startup,1,40,0.0
32918,city_116,0.743,,Has relevent experience,Full time course,Graduate,STEM,4,1000-4999,Public Sector,1,34,0.0
27027,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,9,100-500,Public Sector,2,51,0.0
28517,city_36,0.893,Male,Has relevent experience,Part time course,Graduate,STEM,>20,10/49,Early Stage Startup,2,78,0.0
30666,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,Humanities,10,50-99,Pvt Ltd,1,182,0.0
1723,city_100,0.887,Male,No relevent experience,no_enrollment,Graduate,STEM,<1,10/49,Public Sector,1,56,0.0
26521,city_159,0.843,Female,Has relevent experience,Part time course,Graduate,STEM,<1,50-99,Funded Startup,1,41,0.0
8813,city_104,0.924,Female,Has relevent experience,no_enrollment,Masters,Business Degree,15,50-99,Funded Startup,1,50,0.0
30555,city_103,0.92,Male,No relevent experience,,,,3,,,never,167,0.0
12672,city_16,0.91,,No relevent experience,,Masters,STEM,14,,,1,61,1.0
2331,city_100,0.887,Male,Has relevent experience,no_enrollment,,,17,,,1,62,0.0
17157,city_162,0.767,,Has relevent experience,Full time course,,,9,,,1,224,0.0
20639,city_103,0.92,,Has relevent experience,no_enrollment,Masters,STEM,>20,,,1,27,0.0
15939,city_16,0.91,,No relevent experience,no_enrollment,High School,,4,,,never,84,0.0
19989,city_160,0.92,Male,No relevent experience,Full time course,High School,,7,,,1,65,0.0
17119,city_90,0.698,,No relevent experience,no_enrollment,High School,,11,,,never,56,0.0
2299,city_70,0.698,,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,,,35,1.0
30591,city_103,0.92,Male,Has relevent experience,Part time course,High School,,>20,,,1,45,0.0
31719,city_114,0.926,,No relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,36,0.0
5168,city_21,0.624,,No relevent experience,no_enrollment,,,3,,Pvt Ltd,never,44,0.0
4185,city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,9,,,>4,25,0.0
21482,city_160,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,6,,,1,66,0.0
5147,city_73,0.754,Male,No relevent experience,no_enrollment,High School,,2,,,1,14,1.0
10807,city_103,0.92,,No relevent experience,no_enrollment,Graduate,Business Degree,10,5000-9999,Pvt Ltd,>4,11,0.0
