age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
27,?,200744,HS-grad,9,Never-married,?,Not-in-family,White,Female,0,0,50,United-States,0
21,?,183869,Some-college,10,Never-married,?,Own-child,Black,Female,0,0,8,United-States,0
34,Private,168232,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
62,Without-pay,210973,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,0
31,Private,249385,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,15,United-States,0
44,Private,171236,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,?,0
29,Private,174344,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,1
38,Private,246891,11th,7,Divorced,Craft-repair,Not-in-family,White,Male,0,0,55,United-States,0
22,Private,184722,Bachelors,13,Never-married,Other-service,Own-child,White,Female,0,0,35,United-States,0
52,Private,139799,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,United-States,1
46,Private,122011,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Wife,White,Female,0,1848,24,United-States,1
30,Private,213722,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,0
49,Private,163985,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,5178,0,50,United-States,1
34,Private,177119,Assoc-acdm,12,Divorced,Craft-repair,Own-child,White,Male,6849,0,40,United-States,0
23,Private,118551,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,25,United-States,0
39,Private,117618,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1887,50,United-States,1
60,Private,193877,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,35,United-States,0
29,Private,44474,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,0
37,Private,102076,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,0
59,Private,169180,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,40,England,0
20,Private,116679,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0
44,Private,148459,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,0,0,20,United-States,0
17,Private,168251,11th,7,Never-married,Transport-moving,Own-child,White,Male,0,0,20,United-States,0
46,Private,193524,10th,6,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,60,United-States,0
32,Private,126675,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,1
41,Private,195744,HS-grad,9,Widowed,Machine-op-inspct,Unmarried,White,Male,0,0,40,United-States,0
35,Private,197642,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,United-States,0
46,Private,200733,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,7688,0,50,United-States,1
46,Private,96225,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
21,Private,117963,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,0
33,Private,109000,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,43,United-States,0
33,Private,226948,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1
23,State-gov,243477,Some-college,10,Never-married,Tech-support,Unmarried,White,Female,0,0,40,United-States,0
47,Local-gov,144361,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,1977,40,United-States,1
37,Private,38232,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,20,United-States,0
54,State-gov,417668,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,0
40,Private,193374,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,0
21,Private,174461,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,0
19,Private,246101,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,38,United-States,0
23,Private,216149,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,37,United-States,0
19,Private,125457,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,0
25,Private,98712,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,44,United-States,0
40,Private,163665,Bachelors,13,Never-married,Other-service,Not-in-family,White,Male,0,0,35,United-States,0
59,Private,57512,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,1
23,Private,197015,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,19,United-States,0
35,Private,109952,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
26,Private,210574,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,0
51,Private,199444,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,1
37,Private,115932,7th-8th,4,Never-married,Other-service,Not-in-family,White,Male,0,0,20,United-States,0
49,Private,119272,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,0
26,Private,170093,Bachelors,13,Divorced,Tech-support,Own-child,White,Female,0,0,40,United-States,0
19,Private,125847,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,0
34,Private,167436,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,0
26,Private,221092,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,0
36,Private,118551,11th,7,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,0
30,Private,139127,Assoc-acdm,12,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,0
19,Private,207251,5th-6th,3,Married-civ-spouse,Craft-repair,Husband,White,Male,4064,0,40,United-States,0
60,Private,37219,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
64,Private,169662,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
56,Private,118149,Prof-school,15,Divorced,Prof-specialty,Unmarried,Black,Female,25236,0,35,United-States,1
37,Private,180025,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,1
43,State-gov,210736,7th-8th,4,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,0
51,Private,124908,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1887,70,United-States,1
48,State-gov,235646,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,1
22,Private,174795,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,Germany,0
53,Private,89622,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
31,Private,244770,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,30,United-States,0
27,Private,187830,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,48,United-States,1
42,Private,189933,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,1590,40,United-States,0
40,Private,328919,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
28,Private,164197,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0
31,Private,56179,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0
48,State-gov,175935,Some-college,10,Divorced,Tech-support,Own-child,White,Male,0,0,40,United-States,0
37,Private,160786,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,1
32,Private,206344,Some-college,10,Never-married,Adm-clerical,Not-in-family,Black,Male,0,0,25,United-States,0
43,Self-emp-inc,39986,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,1
35,Private,113364,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,45,United-States,0
49,Private,193285,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,4386,0,40,United-States,1
20,Private,368796,Some-college,10,Never-married,Prof-specialty,Own-child,White,Male,0,0,24,United-States,0
35,Private,265434,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Female,0,0,50,United-States,0
46,Private,38950,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,46,United-States,1
21,Private,191978,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,0
28,Private,113961,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,36,United-States,0
23,Private,121356,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,38,United-States,0
46,Private,105252,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,39,United-States,0
58,Local-gov,96052,Masters,14,Married-civ-spouse,Farming-fishing,Wife,White,Female,3103,0,60,United-States,1
67,Private,176345,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999,0,45,United-States,1
59,Private,115933,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,50,United-States,1
26,Private,162312,Bachelors,13,Never-married,Sales,Not-in-family,Asian-Pac-Islander,Male,0,0,40,South,0
46,Private,189723,Some-college,10,Widowed,Craft-repair,Own-child,White,Female,0,0,35,United-States,0
37,Private,156850,5th-6th,3,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,16,United-States,0
76,Private,188119,HS-grad,9,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,0
39,Private,72323,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,60,United-States,0
31,Private,216149,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,Greece,0
31,Local-gov,53437,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,7298,0,40,United-States,1
28,Private,243165,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,45,United-States,1
31,Private,210904,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,Black,Male,0,0,40,United-States,0
54,Self-emp-inc,272913,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,0
48,Self-emp-inc,147258,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,3908,0,50,United-States,1
47,Private,202027,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,2829,0,40,United-States,0
32,Private,138852,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,Male,0,0,60,United-States,0
20,Private,116912,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,2597,0,30,United-States,0
35,Private,33117,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,Male,0,0,60,United-States,0
23,Private,24287,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,0
54,Federal-gov,175674,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1902,40,United-States,1
36,Local-gov,33983,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
37,Private,67317,Assoc-acdm,12,Widowed,Exec-managerial,Not-in-family,White,Female,4787,0,55,United-States,1
59,Self-emp-not-inc,314128,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,35,United-States,1
56,Self-emp-not-inc,211051,1st-4th,2,Divorced,Handlers-cleaners,Other-relative,White,Male,0,0,40,Mexico,0
28,Private,111985,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,48,United-States,0
23,Private,145284,Bachelors,13,Never-married,Transport-moving,Not-in-family,White,Male,0,0,30,United-States,0
22,Private,191196,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,37,United-States,0
20,Private,186934,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,0
32,Local-gov,102320,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,0
47,Local-gov,200726,Assoc-acdm,12,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,0
51,Private,113337,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,27828,0,60,United-States,1
58,Self-emp-inc,153942,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
42,Self-emp-not-inc,227244,11th,7,Married-civ-spouse,Craft-repair,Husband,Black,Male,5178,0,60,United-States,1
63,Private,31974,7th-8th,4,Widowed,Priv-house-serv,Not-in-family,Amer-Indian-Eskimo,Female,0,0,32,United-States,0
32,Private,183258,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,0
38,Self-emp-not-inc,192835,Masters,14,Divorced,Exec-managerial,Unmarried,White,Female,0,0,55,United-States,1
46,Federal-gov,153123,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Female,0,2444,40,United-States,1
38,Private,176123,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,40,Vietnam,0
38,Self-emp-inc,117963,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1977,65,United-States,1
33,Local-gov,216135,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,20,Hong,0
35,Private,155664,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,65,United-States,1
51,Local-gov,111483,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,0
48,Local-gov,142764,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,42,United-States,0
32,Private,190650,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,0,0,40,China,0
69,?,120914,5th-6th,3,Married-civ-spouse,?,Husband,White,Male,0,0,20,United-States,1
35,Private,234752,Assoc-acdm,12,Divorced,Sales,Unmarried,White,Female,0,0,30,United-States,0
27,Private,228660,Bachelors,13,Never-married,Sales,Unmarried,White,Male,0,0,40,United-States,0
47,Self-emp-inc,35613,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States,0
36,Private,60727,Assoc-acdm,12,Divorced,Exec-managerial,Own-child,Asian-Pac-Islander,Female,0,0,50,United-States,0
46,Self-emp-not-inc,31062,HS-grad,9,Divorced,Craft-repair,Other-relative,White,Male,4650,0,45,United-States,0
42,Federal-gov,243435,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,2258,50,United-States,0
46,Self-emp-not-inc,123037,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1
26,Private,219262,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,1
54,Private,178222,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,1
34,Private,176321,5th-6th,3,Never-married,Other-service,Other-relative,White,Male,3325,0,40,Mexico,0
28,Private,112144,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,40,Germany,0
25,Private,161172,Some-college,10,Never-married,Adm-clerical,Unmarried,White,Male,0,0,40,United-States,0
37,Private,114918,Assoc-acdm,12,Never-married,Adm-clerical,Unmarried,White,Female,0,1980,40,United-States,0
20,Private,218224,5th-6th,3,Never-married,Other-service,Own-child,White,Male,0,0,40,Mexico,0
22,Private,112116,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,0
28,Private,172222,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,50,United-States,0
59,Private,60331,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,60,United-States,0
48,Private,99224,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,1
40,Private,167515,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,24,United-States,0
45,Private,109015,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,0
57,Private,168882,11th,7,Widowed,Transport-moving,Not-in-family,White,Male,0,0,30,United-States,0
34,Private,191129,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,50,United-States,0
29,Private,175942,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,1902,48,United-States,1
62,Private,200153,Masters,14,Separated,Prof-specialty,Not-in-family,White,Male,0,0,45,United-States,0
58,Private,159773,Doctorate,16,Married-civ-spouse,Prof-specialty,Wife,White,Female,15024,0,50,United-States,1
38,Private,57645,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,1887,40,United-States,1
46,Private,108140,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1887,40,United-States,1
54,Private,187802,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,1
27,Private,20795,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
27,Private,172579,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,0
21,Private,139671,Bachelors,13,Never-married,Protective-serv,Not-in-family,White,Male,0,1590,40,United-States,0
51,Private,302432,Assoc-voc,11,Divorced,Adm-clerical,Not-in-family,White,Female,14084,0,40,United-States,1
38,Private,160731,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Cuba,0
37,State-gov,208326,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,0
43,Private,211743,11th,7,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,0
32,Private,240242,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,30,United-States,1
55,Private,138179,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
42,Private,48552,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,1
38,Private,113364,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,45,United-States,1
31,Private,186916,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,2051,55,United-States,0
24,Private,179542,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,0
27,Private,82349,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,45,United-States,0
36,Private,212894,Assoc-voc,11,Divorced,Craft-repair,Not-in-family,White,Male,0,0,35,United-States,0
30,Private,185325,11th,7,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,55,United-States,0
18,Private,96041,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Female,2907,0,60,United-States,0
36,?,166585,Assoc-acdm,12,Married-spouse-absent,?,Unmarried,Amer-Indian-Eskimo,Female,0,0,72,United-States,0
52,Self-emp-not-inc,160727,Bachelors,13,Married-civ-spouse,Sales,Wife,White,Female,0,0,15,United-States,0
28,Private,107635,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,0
46,Federal-gov,123011,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,0
59,State-gov,173806,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,60,United-States,1
23,Private,284319,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,1579,50,South,0
37,Local-gov,223433,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,32,United-States,0
27,Private,162311,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,40,South,0
34,Private,128316,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,4650,0,40,United-States,0
20,Private,95865,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,40,United-States,0
25,Private,160741,HS-grad,9,Married-spouse-absent,Handlers-cleaners,Not-in-family,White,Male,0,0,48,Italy,0
52,Local-gov,56250,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,0
17,Self-emp-inc,363187,11th,7,Never-married,Farming-fishing,Own-child,White,Male,0,0,35,United-States,0
35,Self-emp-inc,109001,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,United-States,0
21,Private,112137,HS-grad,9,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Male,0,0,30,Philippines,0
41,Self-emp-not-inc,153176,7th-8th,4,Never-married,Craft-repair,Other-relative,White,Male,0,0,35,United-States,0
29,Local-gov,183203,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,45,United-States,0
43,Self-emp-not-inc,164898,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1485,60,United-States,1
24,Private,50442,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,Male,0,0,40,United-States,0
35,Private,190679,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,0,0,40,Philippines,1
59,Self-emp-not-inc,116510,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,80,United-States,1
61,Self-emp-not-inc,199035,HS-grad,9,Separated,Farming-fishing,Not-in-family,White,Male,0,0,37,United-States,0
49,Self-emp-not-inc,192329,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,3103,0,40,United-States,1
27,Self-emp-not-inc,216811,Some-college,10,Married-civ-spouse,Adm-clerical,Own-child,White,Female,0,2042,20,United-States,0
44,Self-emp-not-inc,195961,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,2051,70,United-States,0
27,Self-emp-not-inc,114242,HS-grad,9,Divorced,Farming-fishing,Not-in-family,White,Male,0,0,84,United-States,0
65,?,39234,10th,6,Divorced,?,Not-in-family,White,Male,0,0,45,United-States,0
18,Private,98770,HS-grad,9,Never-married,Other-service,Unmarried,White,Male,0,0,28,Canada,0
64,?,168195,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,10,United-States,0
27,Private,182311,11th,7,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,45,United-States,0
52,Private,260764,7th-8th,4,Married-civ-spouse,Sales,Husband,Black,Male,0,0,25,Mexico,0
62,?,162638,Some-college,10,Married-civ-spouse,?,Husband,White,Male,15024,0,40,United-States,1
19,Self-emp-not-inc,204534,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,35,United-States,0
26,Self-emp-not-inc,78229,10th,6,Never-married,Craft-repair,Not-in-family,White,Male,0,0,48,United-States,0
60,Self-emp-not-inc,193260,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999,0,40,Mexico,1
72,Self-emp-not-inc,190680,9th,5,Married-spouse-absent,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,0,0,55,?,0
51,?,149210,12th,8,Married-civ-spouse,?,Husband,Black,Male,0,0,40,United-States,0
53,Private,175856,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,3411,0,40,United-States,0
39,Private,188540,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,15024,0,50,United-States,1
60,?,173779,HS-grad,9,Divorced,?,Not-in-family,White,Female,0,0,2,United-States,0
37,Private,198320,Assoc-voc,11,Separated,Adm-clerical,Other-relative,White,Female,0,0,40,United-States,0
34,Private,251120,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,1
31,Private,188436,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,0
