age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
46,Local-gov,112115,Assoc-voc,11,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,50,Canada,1
19,?,112137,Some-college,10,Never-married,?,Own-child,White,Female,0,0,30,United-States,0
50,Private,160369,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,1
54,Private,188432,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,0
35,Private,29591,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,35,United-States,0
27,Private,181080,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,?,0
34,Private,143062,HS-grad,9,Divorced,Protective-serv,Own-child,White,Male,0,0,48,United-States,0
26,Private,102106,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,39,United-States,1
30,Private,196411,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,0
35,Private,143056,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,3325,0,60,Cuba,0
29,Private,324787,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,55,United-States,1
42,Private,188291,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,7688,0,48,United-States,1
22,Private,143065,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,Canada,0
66,Private,165952,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,68,United-States,1
48,Private,106395,Some-college,10,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,0
42,Private,300259,Masters,14,Never-married,Prof-specialty,Unmarried,White,Female,25236,0,38,United-States,1
43,Local-gov,574263,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,0,0,50,United-States,0
35,Private,190350,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,1
35,State-gov,195124,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,50,?,0
35,Private,115443,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1
39,Local-gov,174233,HS-grad,9,Widowed,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,0
20,Private,195878,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,28,United-States,0
23,Private,111926,Assoc-acdm,12,Never-married,Tech-support,Other-relative,White,Male,0,0,40,United-States,0
51,Private,109117,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,1
25,Private,198148,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,0
20,Private,180413,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,15,United-States,0
24,Private,45844,HS-grad,9,Never-married,Protective-serv,Own-child,White,Male,0,0,40,United-States,0
27,Private,148569,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,0
53,Private,16385,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,40,United-States,1
53,Private,170108,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1
30,Private,196307,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,38,United-States,1
19,Private,98389,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States,0
19,Private,182556,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,15,United-States,0
47,Private,167749,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,0
50,Private,104220,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,48,United-States,0
20,Private,150550,Assoc-voc,11,Never-married,Sales,Not-in-family,White,Female,0,0,35,United-States,0
61,Private,222450,HS-grad,9,Divorced,Other-service,Not-in-family,Black,Male,0,0,40,United-States,0
36,Local-gov,129573,9th,5,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,0
44,Private,199058,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48,United-States,0
40,Private,200374,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,50,United-States,1
56,Local-gov,163940,Doctorate,16,Widowed,Prof-specialty,Unmarried,White,Female,0,0,30,United-States,0
33,Private,144899,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,4386,0,40,United-States,1
45,Private,215222,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
26,Private,114459,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1651,40,United-States,0
61,Private,195748,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1
34,Private,218490,Assoc-voc,11,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,1
31,Private,191544,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,0
57,Private,165984,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1
46,Private,203214,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Columbia,0
33,Private,50175,HS-grad,9,Married-spouse-absent,Craft-repair,Unmarried,White,Male,0,0,40,Ireland,0
32,Private,130767,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,0
43,Private,237943,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
44,Private,117381,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,43,United-States,1
36,Private,127613,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States,0
47,Private,197642,Bachelors,13,Separated,Tech-support,Not-in-family,White,Male,0,1876,50,United-States,0
40,Private,133582,HS-grad,9,Married-spouse-absent,Other-service,Other-relative,White,Male,0,0,40,Nicaragua,0
21,Private,184816,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States,0
30,Private,101950,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1887,40,United-States,1
23,Private,162343,Assoc-acdm,12,Never-married,Protective-serv,Own-child,Black,Female,0,0,18,United-States,0
55,Private,320451,9th,5,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0,0,45,Philippines,0
40,Private,209636,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,40,United-States,1
30,Private,204322,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1902,40,United-States,1
40,Private,248856,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,0
55,Private,152246,10th,6,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0,0,40,Vietnam,0
22,Private,375311,9th,5,Never-married,Craft-repair,Own-child,White,Male,0,0,17,Puerto-Rico,0
26,Private,199058,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,41,United-States,0
51,Private,117789,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,28,United-States,0
49,Private,224886,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,1
33,Private,229754,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0
42,Private,198838,Assoc-acdm,12,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,42,United-States,1
20,Private,229148,Some-college,10,Never-married,Machine-op-inspct,Other-relative,Black,Female,0,0,40,Jamaica,0
52,Private,186420,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,40,United-States,1
46,Private,284317,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,1
50,Private,185049,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,7688,0,45,United-States,1
32,Local-gov,201155,Bachelors,13,Never-married,Prof-specialty,Other-relative,White,Female,0,0,15,United-States,0
21,Private,196352,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,25,United-States,0
66,Private,225193,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,15,United-States,0
30,Private,176484,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,48,United-States,0
30,State-gov,150516,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,32,United-States,0
32,State-gov,110933,Some-college,10,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,40,Philippines,1
34,Private,173770,Bachelors,13,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,50,United-States,0
48,Private,431253,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
30,Private,193748,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,0
43,State-gov,103948,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,0,0,30,United-States,0
32,Local-gov,150042,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,7298,0,40,United-States,1
39,Private,226452,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,10520,0,40,United-States,1
33,Private,150057,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,48,United-States,0
40,State-gov,133963,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,42,United-States,0
25,Private,159741,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,0
23,Private,136226,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,United-States,0
50,Local-gov,191385,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,35,United-States,1
32,Private,124111,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,United-States,0
26,State-gov,191117,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,20,United-States,0
36,Self-emp-inc,179720,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,6,?,1
19,Private,171887,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,El-Salvador,0
47,Local-gov,161137,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
36,Private,198869,Some-college,10,Widowed,Craft-repair,Not-in-family,White,Female,0,0,40,United-States,0
27,Private,107233,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,0
33,Self-emp-not-inc,165790,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,1977,50,United-States,1
22,Private,199025,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,0,0,65,United-States,0
21,Private,112181,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,30,United-States,0
23,Private,384508,Some-college,10,Never-married,Prof-specialty,Own-child,White,Male,0,0,20,United-States,0
20,Local-gov,105312,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,1590,35,United-States,0
46,State-gov,42052,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,0
49,Self-emp-not-inc,150057,7th-8th,4,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,0
35,Local-gov,182752,Some-college,10,Separated,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0
27,Private,172103,10th,6,Married-civ-spouse,Handlers-cleaners,Husband,Asian-Pac-Islander,Male,0,0,48,Philippines,0
25,Private,123983,Some-college,10,Never-married,Sales,Own-child,Asian-Pac-Islander,Female,0,0,30,Vietnam,0
65,Self-emp-not-inc,115019,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,10605,0,50,United-States,1
25,Local-gov,195516,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,0
58,Self-emp-not-inc,154374,10th,6,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,1
66,Self-emp-not-inc,53833,12th,8,Married-civ-spouse,Farming-fishing,Husband,White,Male,20051,0,54,United-States,1
58,Local-gov,114820,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,32,United-States,0
54,Self-emp-not-inc,189461,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,0,0,55,United-States,0
59,Self-emp-not-inc,116333,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
26,Federal-gov,170922,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,0
48,Self-emp-inc,410439,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,1
34,Private,160995,Some-college,10,Never-married,Prof-specialty,Own-child,Black,Female,0,0,40,United-States,0
21,Private,195927,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,45,United-States,0
34,Self-emp-inc,389721,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2415,60,United-States,1
60,Self-emp-not-inc,155269,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1
48,Private,56331,HS-grad,9,Divorced,Sales,Unmarried,White,Male,0,0,40,United-States,1
69,?,192335,HS-grad,9,Widowed,?,Not-in-family,White,Female,0,0,8,?,0
22,Private,303944,12th,8,Never-married,Other-service,Own-child,Other,Female,0,0,40,Guatemala,0
34,?,121124,Some-college,10,Married-civ-spouse,?,Husband,White,Male,0,0,30,United-States,0
28,Private,195897,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,1
18,?,177532,Some-college,10,Never-married,?,Own-child,White,Male,0,0,40,United-States,0
40,?,186448,HS-grad,9,Divorced,?,Not-in-family,White,Female,0,0,40,United-States,0
63,Private,135285,1st-4th,2,Widowed,Protective-serv,Unmarried,White,Female,0,0,20,United-States,0
17,Private,143062,10th,6,Never-married,Other-service,Own-child,White,Male,0,0,15,United-States,0
32,Private,163396,HS-grad,9,Never-married,Sales,Unmarried,Black,Female,0,0,30,United-States,0
46,Private,153448,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,6497,0,40,United-States,1
31,Private,129573,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,0
33,Private,277435,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,Canada,0
38,Private,110643,HS-grad,9,Divorced,Transport-moving,Unmarried,White,Male,0,0,40,United-States,0
52,Self-emp-not-inc,132233,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1
42,Self-emp-not-inc,369522,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,5,United-States,0
32,Private,30816,Some-college,10,Married-spouse-absent,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Male,0,0,40,China,0
32,Private,107843,Bachelors,13,Never-married,Sales,Own-child,White,Male,0,0,25,United-States,0
37,Private,66614,10th,6,Separated,Machine-op-inspct,Unmarried,White,Female,0,0,20,United-States,0
49,Private,163946,11th,7,Never-married,Other-service,Not-in-family,White,Male,0,0,60,United-States,0
43,Private,410351,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,0
73,Private,135056,11th,7,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0
36,Self-emp-not-inc,144772,10th,6,Married-civ-spouse,Craft-repair,Husband,Other,Male,0,0,35,Dominican-Republic,0
60,Self-emp-not-inc,257644,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,10605,0,50,United-States,1
50,Self-emp-not-inc,175622,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,35,United-States,0
47,Private,388146,Some-college,10,Married-spouse-absent,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,0,0,36,South,0
68,Private,216129,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,25,United-States,0
55,Private,216414,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,0
53,Private,166529,HS-grad,9,Divorced,Priv-house-serv,Not-in-family,White,Female,0,0,40,England,0
19,Private,189922,10th,6,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,0
39,Private,123429,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,0
43,Private,120277,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,5178,0,28,United-States,1
26,Private,198881,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,3908,0,40,United-States,0
19,Private,118551,Bachelors,13,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,0
29,Private,15351,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,5013,0,60,United-States,0
26,Private,182333,11th,7,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,0
33,Private,160035,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,United-States,1
28,Private,102308,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,45,United-States,1
18,Private,171360,11th,7,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,12,United-States,0
22,Private,170174,HS-grad,9,Separated,Craft-repair,Own-child,White,Male,0,0,40,United-States,0
17,Private,174233,10th,6,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,0
69,Private,124699,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,10,United-States,0
40,Federal-gov,116640,Masters,14,Married-civ-spouse,Tech-support,Husband,White,Male,7688,0,40,United-States,1
39,Local-gov,155489,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,0
35,Self-emp-not-inc,95669,Bachelors,13,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,Cuba,1
47,Local-gov,143582,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,0,0,90,United-States,0
25,Private,118046,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,15,United-States,0
53,Private,181666,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,65,United-States,1
45,Private,196344,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,60,United-States,0
63,Self-emp-not-inc,125499,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,60,United-States,0
50,Self-emp-not-inc,305597,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,0
36,Self-emp-not-inc,118230,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,50,United-States,0
54,Self-emp-not-inc,234108,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,1
25,Private,116834,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,40,Poland,0
38,Private,78261,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,0
44,Local-gov,171248,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,0
46,Local-gov,348739,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,35,United-States,0
38,Local-gov,159179,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,0
29,Local-gov,195437,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,0
50,Self-emp-not-inc,164488,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,87,United-States,0
50,Private,162312,HS-grad,9,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0,0,40,Philippines,0
48,Self-emp-inc,155659,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,38,United-States,1
19,Self-emp-inc,14819,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,10,United-States,0
26,State-gov,162834,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,0
20,Private,103221,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,35,United-States,0
46,Private,282965,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,60,Dominican-Republic,1
53,Private,193119,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,0
58,Self-emp-not-inc,86143,HS-grad,9,Widowed,Other-service,Not-in-family,Black,Male,0,0,35,United-States,0
56,Private,182771,Some-college,10,Separated,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Female,0,0,40,South,0
19,Self-emp-not-inc,140001,Some-college,10,Never-married,Farming-fishing,Own-child,White,Male,0,0,50,?,0
58,Self-emp-not-inc,197388,HS-grad,9,Married-civ-spouse,Farming-fishing,Wife,White,Female,0,0,60,United-States,0
33,Self-emp-not-inc,191157,Assoc-voc,11,Never-married,Farming-fishing,Own-child,White,Male,0,0,15,United-States,0
61,?,70624,Some-college,10,Married-civ-spouse,?,Husband,White,Male,0,0,50,United-States,1
18,Private,105582,12th,8,Never-married,Sales,Own-child,White,Male,0,0,45,United-States,0
18,Private,108574,10th,6,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,0
29,Private,349395,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,0
32,Private,317033,HS-grad,9,Divorced,Other-service,Unmarried,Black,Female,0,0,40,United-States,0
31,Private,209103,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,7688,0,60,United-States,1
20,?,64292,Some-college,10,Never-married,?,Own-child,White,Male,0,0,20,United-States,0
40,Private,236591,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,34,United-States,0
58,Private,123045,9th,5,Divorced,Other-service,Other-relative,White,Female,0,0,26,United-States,0
66,Private,209205,9th,5,Divorced,Farming-fishing,Unmarried,White,Male,0,0,40,England,0
22,Private,223212,Bachelors,13,Never-married,Other-service,Other-relative,White,Female,0,0,40,Canada,0
42,Private,50295,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,7298,0,50,United-States,1
38,Private,272944,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,1
40,Private,301654,Assoc-acdm,12,Divorced,Adm-clerical,Unmarried,White,Female,5455,0,38,United-States,0
37,State-gov,39615,10th,6,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,0
61,Private,32220,12th,8,Married-civ-spouse,Tech-support,Husband,White,Male,7688,0,44,United-States,1
19,State-gov,214542,12th,8,Never-married,Sales,Own-child,White,Female,0,0,30,United-States,0
47,Local-gov,97083,Masters,14,Separated,Prof-specialty,Unmarried,White,Female,0,0,20,Germany,0
