Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
37,0,Travel_Rarely,786,Research & Development,1,3,Life Sciences,1,1150,4,Male,80,2,3,Manufacturing Director,4,Single,9434,2689,1,Y,No,19,3,3,80,0,10,5,3,8,4,7,7
46,0,Travel_Rarely,1392,Research & Development,6,2,Life Sciences,1,536,4,Male,79,3,5,Research Director,1,Single,19328,25657,2,Y,No,12,3,4,80,0,24,5,3,2,1,2,2
36,1,Travel_Rarely,105,Research & Development,6,2,Medical,1,437,1,Male,74,3,2,Manufacturing Director,4,Single,5131,7102,7,Y,No,14,3,1,80,0,18,2,2,4,3,0,1
45,0,Travel_Rarely,408,Research & Development,16,4,Life Sciences,1,536,3,Male,79,3,3,Manufacturing Director,1,Single,8376,8532,2,Y,No,21,4,4,80,0,9,0,3,3,2,0,2
38,0,Travel_Rarely,486,Research & Development,6,4,Life Sciences,1,381,1,Male,51,2,2,Healthcare Representative,1,Married,7625,17381,0,Y,No,11,3,1,80,2,10,1,3,10,7,1,7
29,0,Travel_Rarely,1450,Research & Development,11,2,Life Sciences,1,1878,4,Male,66,3,2,Healthcare Representative,2,Married,5968,21833,1,Y,No,18,3,1,80,1,10,3,3,10,7,1,2
42,1,Travel_Rarely,1097,Research & Development,6,4,Life Sciences,1,867,1,Male,52,2,2,Healthcare Representative,4,Married,4089,2671,1,Y,Yes,18,3,3,80,0,10,3,3,10,2,2,2
34,1,Travel_Rarely,1434,Research & Development,1,4,Technical Degree,1,1136,3,Male,67,2,2,Healthcare Representative,2,Married,5063,26236,1,Y,Yes,13,3,1,80,1,8,2,2,8,4,7,1
37,0,Travel_Rarely,1109,Sales,1,3,Other,1,867,4,Male,52,2,2,Sales Executive,1,Single,6502,3395,3,Y,No,20,4,3,80,0,7,3,3,5,4,0,1
37,1,Travel_Rarely,434,Sales,5,4,Marketing,1,1470,3,Male,96,3,3,Sales Executive,4,Married,7428,13493,4,Y,No,18,3,2,80,1,12,2,2,5,3,1,3
33,1,Travel_Rarely,1456,Sales,5,4,Marketing,1,296,2,Male,63,2,1,Sales Representative,4,Married,3008,8751,1,Y,Yes,11,3,4,80,0,14,2,3,14,10,3,12
32,0,Travel_Rarely,147,Research & Development,16,3,Medical,1,1652,2,Male,71,4,3,Manager,2,Married,11244,5100,2,Y,No,16,3,4,80,0,10,2,2,5,2,0,0
26,0,Travel_Rarely,397,Human Resources,6,2,Medical,1,1460,3,Male,95,1,1,Human Resources,1,Single,2148,6219,0,Y,No,15,3,2,80,0,6,2,4,5,1,1,4
39,0,Travel_Rarely,447,Research & Development,10,3,Medical,1,1320,4,Male,87,3,5,Manager,4,Married,19272,21072,1,Y,No,12,3,2,80,1,21,5,2,21,9,13,3
43,1,Travel_Rarely,1210,Research & Development,11,2,Medical,1,411,4,Male,96,3,3,Manufacturing Director,4,Married,10820,17089,2,Y,Yes,15,3,2,80,3,18,4,1,7,7,0,1
40,0,Non-Travel,136,Research & Development,2,5,Life Sciences,1,1216,1,Male,30,2,3,Research Director,1,Single,13499,19682,9,Y,No,19,3,3,80,0,20,0,2,18,7,2,13
37,0,Travel_Rarely,1380,Research & Development,4,3,Life Sciences,1,518,3,Male,79,3,2,Manufacturing Director,1,Married,6347,2253,1,Y,No,17,3,4,80,1,6,3,3,6,3,4,3
38,0,Travel_Rarely,590,Research & Development,7,4,Life Sciences,1,1968,4,Male,66,3,3,Manufacturing Director,1,Married,7898,20948,1,Y,No,14,3,2,80,1,11,3,3,11,10,2,7
20,0,Travel_Rarely,233,Research & Development,5,2,Life Sciences,1,1684,3,Male,93,2,1,Laboratory Technician,4,Married,2625,7973,1,Y,No,11,3,1,80,1,2,3,4,2,2,2,2
21,1,Travel_Rarely,500,Sales,6,3,Medical,1,72,3,Male,83,3,1,Sales Representative,1,Married,3275,16047,1,Y,No,18,3,4,80,0,3,3,2,2,2,2,2
29,0,Travel_Rarely,613,Sales,5,1,Marketing,1,161,4,Male,53,3,1,Sales Representative,3,Married,2157,5561,1,Y,No,14,3,4,80,1,3,3,3,3,2,0,2
18,0,Travel_Rarely,418,Sales,1,2,Marketing,1,600,2,Female,93,3,1,Sales Representative,1,Married,1569,23522,1,Y,No,11,3,3,80,2,0,2,3,0,0,0,0
37,1,Travel_Rarely,740,Sales,7,4,Life Sciences,1,1936,2,Female,67,3,3,Sales Executive,4,Single,7644,6054,1,Y,No,21,4,4,80,0,10,5,3,9,8,5,7
33,0,Travel_Rarely,117,Sales,10,3,Life Sciences,1,1988,2,Male,66,2,2,Sales Executive,4,Single,9998,12888,2,Y,No,13,3,2,80,0,8,2,2,5,4,1,2
37,0,Travel_Rarely,426,Human Resources,16,4,Medical,1,8,2,Male,44,3,1,Human Resources,1,Single,4936,14460,1,Y,Yes,18,3,4,80,0,8,2,2,7,4,7,7
29,1,Travel_Rarely,607,Research & Development,9,2,Other,1,1967,3,Male,95,3,1,Research Scientist,4,Married,2700,21196,1,Y,No,11,3,3,80,1,10,5,3,10,7,0,7
37,0,Travel_Rarely,1482,Human Resources,2,4,Medical,1,1226,1,Female,100,4,2,Human Resources,4,Married,4071,21509,2,Y,No,11,3,4,80,1,19,2,3,10,0,4,7
27,0,Travel_Rarely,370,Research & Development,15,2,Medical,1,446,3,Male,73,3,1,Research Scientist,4,Married,3517,3835,2,Y,No,17,3,4,80,1,5,2,4,3,2,0,2
29,0,Travel_Rarely,1300,Research & Development,26,1,Medical,1,990,1,Female,96,4,1,Research Scientist,2,Married,2703,22807,0,Y,No,14,3,2,80,1,6,5,3,5,3,0,4
25,1,Travel_Rarely,436,Sales,21,4,Marketing,1,1177,3,Female,82,4,2,Sales Executive,4,Married,4907,3987,0,Y,Yes,21,4,2,80,1,6,3,3,5,2,1,4
25,1,Travel_Rarely,1362,Sales,7,3,Marketing,1,663,1,Female,83,3,2,Sales Executive,3,Married,4194,4156,1,Y,Yes,12,3,2,80,3,5,2,2,5,3,0,3
27,0,Travel_Rarely,156,Sales,6,3,Life Sciences,1,1704,3,Female,96,4,1,Sales Representative,2,Single,4400,5013,3,Y,Yes,11,3,2,80,0,6,5,3,3,2,2,2
29,0,Travel_Rarely,793,Sales,2,1,Life Sciences,1,1558,4,Male,93,3,1,Sales Representative,1,Single,2157,15911,1,Y,No,12,3,3,80,0,3,3,1,3,2,0,2
36,1,Travel_Rarely,1097,Research & Development,15,1,Medical,1,1157,3,Female,56,3,1,Laboratory Technician,3,Married,3688,23553,3,Y,Yes,11,3,1,80,1,4,5,3,1,0,0,0
28,0,Travel_Rarely,329,Research & Development,9,3,Medical,1,1446,2,Female,97,3,1,Research Scientist,4,Married,3432,18089,0,Y,No,16,3,3,80,1,5,3,3,4,1,0,2
29,0,Travel_Rarely,1333,Research & Development,7,3,Medical,1,1944,3,Female,94,1,1,Research Scientist,1,Married,3760,18640,1,Y,Yes,11,3,4,80,1,3,3,3,3,2,1,2
21,0,Travel_Rarely,447,Research & Development,11,4,Medical,1,1966,4,Female,87,2,1,Laboratory Technician,4,Married,2827,20328,1,Y,No,12,3,2,80,0,1,3,2,1,0,1,0
37,0,Travel_Rarely,557,Research & Development,2,3,Life Sciences,1,536,4,Female,77,3,1,Research Scientist,4,Married,2070,13137,2,Y,Yes,11,3,4,80,0,7,3,2,0,0,0,0
38,1,Travel_Rarely,391,Research & Development,3,4,Life Sciences,1,2018,4,Female,74,3,1,Research Scientist,1,Married,4771,16332,3,Y,Yes,12,3,2,80,0,10,2,3,5,2,0,3
38,0,Travel_Rarely,192,Research & Development,10,2,Medical,1,1221,1,Female,60,1,2,Manufacturing Director,3,Married,4197,18410,2,Y,No,11,3,3,80,1,18,5,3,1,0,0,0
39,0,Travel_Rarely,1370,Research & Development,8,3,Life Sciences,1,1221,4,Male,93,3,5,Manager,3,Single,19197,9983,1,Y,No,11,3,2,80,0,21,2,3,21,9,13,3
26,0,Travel_Rarely,1272,Research & Development,8,3,Other,1,1216,3,Male,52,2,1,Laboratory Technician,2,Married,2431,4022,1,Y,Yes,19,3,3,80,1,1,5,3,1,0,0,1
37,0,Travel_Rarely,124,Research & Development,3,2,Medical,1,1940,4,Male,70,3,2,Manufacturing Director,4,Married,5768,9396,2,Y,No,18,3,4,80,3,9,2,3,6,5,0,3
35,0,Travel_Rarely,233,Sales,5,3,Marketing,1,669,4,Male,48,2,1,Sales Representative,3,Married,2001,7973,1,Y,No,12,3,3,80,1,2,5,3,2,2,2,2
30,0,Travel_Rarely,645,Sales,1,2,Technical Degree,1,1943,2,Male,63,3,3,Sales Executive,2,Married,9419,4732,3,Y,No,19,3,2,80,1,12,3,3,10,9,7,4
40,0,Travel_Rarely,1488,Sales,17,2,Marketing,1,865,2,Male,74,4,3,Sales Executive,4,Married,10475,9769,4,Y,Yes,17,3,3,80,1,20,2,2,18,7,1,13
29,0,Travel_Rarely,240,Research & Development,12,3,Medical,1,1835,1,Male,77,1,1,Research Scientist,4,Single,2404,2447,5,Y,Yes,12,3,1,80,0,3,2,3,1,0,0,1
37,0,Travel_Rarely,179,Human Resources,7,4,Medical,1,1569,4,Female,41,3,2,Human Resources,2,Single,4071,2094,1,Y,No,11,3,4,80,0,19,3,4,10,0,4,7
37,0,Travel_Rarely,1370,Research & Development,2,1,Medical,1,1966,2,Female,44,2,2,Research Scientist,4,Married,4285,8392,1,Y,Yes,16,3,2,80,1,10,2,3,10,8,3,7
34,0,Travel_Rarely,464,Research & Development,8,3,Medical,1,147,4,Female,96,3,1,Research Scientist,3,Married,2960,22262,0,Y,Yes,11,3,4,80,0,8,2,2,8,2,7,7
41,0,Travel_Rarely,376,Research & Development,21,2,Other,1,51,4,Male,78,2,2,Research Scientist,4,Married,5467,8423,1,Y,Yes,13,3,4,80,1,10,5,3,10,1,0,2
35,0,Travel_Rarely,942,Research & Development,11,1,Medical,1,1596,1,Male,48,4,1,Research Scientist,4,Single,2559,22656,1,Y,No,11,3,4,80,0,6,5,3,5,1,0,3
55,0,Travel_Rarely,638,Research & Development,10,5,Medical,1,984,3,Male,66,3,5,Research Director,2,Married,19038,21703,4,Y,No,13,3,2,80,2,24,3,2,1,0,1,0
36,0,Travel_Rarely,1046,Research & Development,6,4,Life Sciences,1,1497,4,Male,100,2,2,Manufacturing Director,1,Single,5212,20719,9,Y,No,15,3,3,80,0,18,2,3,4,2,0,2
30,1,Travel_Rarely,1362,Research & Development,9,4,Technical Degree,1,669,4,Male,76,3,2,Manufacturing Director,2,Married,4695,13596,8,Y,Yes,13,3,3,80,1,10,4,3,8,4,1,7
39,0,Travel_Rarely,933,Research & Development,11,4,Life Sciences,1,2014,3,Female,86,3,3,Manufacturing Director,1,Married,7379,24456,6,Y,No,21,4,4,80,1,11,2,3,5,4,0,3
47,0,Travel_Rarely,163,Research & Development,15,1,Medical,1,1447,3,Female,86,2,3,Healthcare Representative,2,Married,8633,23844,7,Y,No,18,3,1,80,2,25,3,1,18,13,12,11
41,0,Travel_Rarely,471,Research & Development,2,4,Life Sciences,1,1682,1,Female,56,3,2,Healthcare Representative,4,Single,6142,22553,3,Y,No,11,3,4,80,0,10,0,2,4,3,0,3
34,1,Travel_Rarely,1362,Sales,7,3,Marketing,1,1865,1,Female,49,2,2,Sales Executive,2,Married,5505,16701,1,Y,Yes,15,3,4,80,2,6,2,2,6,1,0,5
45,1,Travel_Rarely,625,Sales,2,1,Life Sciences,1,416,1,Female,52,4,2,Sales Executive,1,Single,4385,13436,1,Y,No,15,3,2,80,0,10,2,1,10,7,4,5
43,0,Travel_Rarely,1225,Sales,11,4,Life Sciences,1,1707,2,Male,72,4,4,Manager,4,Married,16799,22656,0,Y,No,21,4,4,80,1,22,2,3,20,7,0,9
26,0,Travel_Rarely,383,Sales,2,2,Life Sciences,1,1691,1,Male,95,3,2,Sales Executive,3,Single,4294,20471,1,Y,No,18,3,3,80,0,7,4,3,8,7,0,7
34,0,Travel_Rarely,310,Sales,25,3,Marketing,1,382,1,Female,83,3,2,Sales Executive,4,Married,5714,21221,1,Y,No,12,3,4,80,0,6,3,3,6,5,1,3
35,1,Travel_Rarely,287,Research & Development,2,3,Medical,1,1940,3,Female,71,3,1,Laboratory Technician,1,Married,3917,23824,1,Y,No,12,3,4,80,1,3,4,3,3,2,1,2
29,0,Travel_Rarely,458,Research & Development,2,4,Other,1,928,1,Female,65,2,1,Laboratory Technician,4,Married,4723,22929,1,Y,Yes,12,3,1,80,3,10,5,3,10,7,1,4
26,0,Travel_Rarely,1070,Research & Development,25,3,Medical,1,1700,3,Female,93,3,1,Research Scientist,1,Single,4222,26707,1,Y,No,13,3,3,80,0,6,3,2,5,4,1,3
30,0,Travel_Rarely,1233,Research & Development,25,4,Medical,1,837,3,Male,45,2,2,Research Scientist,1,Single,5175,9110,4,Y,Yes,14,3,3,80,0,9,2,2,4,2,1,3
30,0,Travel_Rarely,192,Research & Development,24,5,Medical,1,1101,1,Female,97,2,2,Laboratory Technician,2,Single,4627,8828,0,Y,No,14,3,1,80,0,10,3,2,9,8,7,8
55,0,Travel_Rarely,1179,Sales,17,2,Marketing,1,663,1,Male,57,2,3,Sales Executive,4,Single,10239,6217,3,Y,No,11,3,3,80,0,24,1,3,1,0,1,0
36,1,Travel_Rarely,1146,Sales,26,3,Technical Degree,1,1916,4,Female,71,4,3,Sales Executive,2,Single,7587,10293,1,Y,No,21,4,2,80,0,10,3,2,10,1,0,8
45,1,Travel_Rarely,1362,Sales,24,2,Marketing,1,1618,1,Female,42,3,2,Sales Executive,4,Single,5593,6670,1,Y,Yes,13,3,4,80,0,15,2,2,14,10,4,12
38,1,Travel_Rarely,1448,Sales,2,1,Technical Degree,1,1322,1,Female,44,3,1,Sales Representative,1,Single,3407,22052,3,Y,Yes,13,3,1,80,0,10,2,3,6,2,0,5
35,0,Non-Travel,492,Sales,27,4,Life Sciences,1,475,3,Female,85,3,3,Sales Executive,4,Divorced,9699,20460,9,Y,No,19,3,2,80,1,10,2,3,7,7,0,0
38,0,Travel_Rarely,1009,Research & Development,10,3,Life Sciences,1,161,1,Male,83,3,1,Laboratory Technician,2,Divorced,2288,12888,1,Y,No,11,3,4,80,1,2,3,1,2,2,2,1
24,0,Travel_Rarely,581,Research & Development,28,3,Life Sciences,1,354,4,Female,96,3,1,Research Scientist,4,Married,3342,22422,2,Y,No,11,3,2,80,1,6,2,3,4,3,1,2
54,0,Travel_Rarely,1465,Research & Development,2,4,Medical,1,724,4,Male,61,4,4,Research Director,2,Married,17399,5346,9,Y,Yes,13,3,4,80,1,33,2,3,5,4,1,4
31,0,Travel_Rarely,950,Research & Development,8,4,Technical Degree,1,1556,4,Male,45,2,3,Research Director,1,Married,13675,3064,9,Y,No,11,3,2,80,2,9,2,2,3,2,1,2
46,0,Travel_Rarely,888,Research & Development,2,5,Life Sciences,1,514,3,Male,65,3,5,Research Director,2,Married,19328,20162,3,Y,No,17,3,4,80,1,24,3,3,2,1,2,2
55,0,Travel_Rarely,119,Sales,2,3,Life Sciences,1,381,1,Male,71,1,4,Sales Executive,3,Single,13695,26427,3,Y,No,22,4,4,80,0,24,5,2,19,7,3,8
40,0,Travel_Rarely,118,Sales,2,4,Life Sciences,1,1999,4,Male,47,3,3,Sales Executive,4,Divorced,9094,6393,3,Y,No,11,3,1,80,1,9,2,3,5,4,1,0
36,0,Travel_Rarely,131,Sales,24,3,Marketing,1,1216,3,Male,52,2,2,Sales Executive,1,Divorced,4639,12947,5,Y,Yes,18,3,3,80,1,17,3,3,15,7,6,12
30,0,Travel_Rarely,702,Sales,10,3,Marketing,1,865,4,Male,82,4,2,Sales Executive,4,Divorced,5301,26999,8,Y,No,11,3,3,80,2,4,2,3,2,2,2,2
31,0,Travel_Rarely,930,Sales,10,2,Marketing,1,1847,3,Male,73,3,2,Sales Executive,2,Divorced,5460,5355,4,Y,No,11,3,4,80,2,13,3,3,8,7,5,6
36,0,Travel_Rarely,665,Research & Development,7,3,Medical,1,231,1,Male,66,3,1,Laboratory Technician,3,Divorced,3688,19384,2,Y,No,23,4,4,80,1,4,6,3,1,0,0,0
28,0,Travel_Rarely,287,Research & Development,16,3,Life Sciences,1,1436,3,Male,30,3,1,Research Scientist,1,Married,2404,14295,1,Y,No,18,3,4,80,3,3,3,3,4,3,0,2
26,0,Travel_Rarely,469,Research & Development,2,3,Other,1,722,3,Male,32,3,1,Laboratory Technician,1,Married,2867,19764,0,Y,No,11,3,4,80,1,8,2,2,7,7,7,6
37,1,Non-Travel,587,Research & Development,8,1,Life Sciences,1,1597,1,Male,60,2,1,Research Scientist,2,Divorced,2782,5044,0,Y,No,18,3,2,80,1,6,3,3,5,3,4,3
42,0,Travel_Rarely,1062,Research & Development,2,2,Other,1,1545,3,Male,42,2,1,Research Scientist,2,Single,2301,25440,1,Y,No,11,3,4,80,0,6,5,3,5,3,2,3
41,0,Travel_Rarely,1422,Sales,25,2,Life Sciences,1,602,1,Male,50,3,2,Sales Executive,2,Divorced,5993,10558,8,Y,No,11,3,1,80,3,8,3,3,6,4,0,5
32,0,Travel_Rarely,855,Sales,2,3,Life Sciences,1,1619,4,Male,65,2,2,Sales Executive,3,Divorced,4505,21081,2,Y,No,11,3,1,80,1,8,3,3,2,2,2,2
34,1,Travel_Rarely,436,Sales,26,1,Marketing,1,416,3,Female,100,4,1,Sales Representative,4,Divorced,2044,5630,1,Y,No,16,3,2,80,1,1,2,3,1,0,0,0
38,0,Travel_Rarely,803,Sales,1,4,Marketing,1,1150,3,Female,79,2,2,Sales Executive,4,Divorced,6893,5288,6,Y,No,12,3,3,80,1,11,2,3,8,7,1,7
43,0,Travel_Rarely,1467,Sales,1,3,Technical Degree,1,486,2,Female,56,3,2,Sales Executive,2,Divorced,7847,6009,1,Y,No,13,3,2,80,1,10,1,3,10,9,8,8
28,0,Travel_Rarely,570,Sales,2,2,Marketing,1,865,4,Female,91,4,2,Sales Executive,3,Divorced,9854,4658,2,Y,No,11,3,3,80,2,6,3,3,2,0,2,2
29,0,Travel_Rarely,1125,Sales,4,2,Marketing,1,888,1,Female,98,2,2,Sales Executive,4,Divorced,5561,9946,1,Y,No,14,3,4,80,3,6,1,3,6,0,1,2
34,0,Travel_Rarely,249,Sales,10,3,Marketing,1,1420,3,Female,95,1,3,Sales Executive,1,Divorced,8628,25594,1,Y,Yes,17,3,2,80,2,9,2,3,7,7,1,7
25,0,Travel_Rarely,1147,Sales,23,2,Marketing,1,1470,4,Male,83,3,2,Sales Executive,4,Divorced,4724,11591,1,Y,No,11,3,2,80,3,5,2,3,5,2,1,2
44,0,Travel_Rarely,237,Sales,10,4,Life Sciences,1,381,4,Male,71,4,5,Manager,4,Divorced,18213,14814,7,Y,Yes,12,3,2,80,1,26,3,2,22,9,3,10
41,0,Non-Travel,1055,Research & Development,15,3,Medical,1,516,1,Female,41,3,1,Laboratory Technician,4,Divorced,2258,16542,8,Y,No,14,3,3,80,2,8,2,3,2,2,2,1
32,0,Travel_Rarely,390,Research & Development,2,4,Life Sciences,1,1016,4,Female,42,4,2,Research Scientist,4,Married,5175,19715,3,Y,Yes,13,3,3,80,1,9,2,3,5,3,1,2
29,0,Travel_Rarely,1003,Research & Development,1,3,Medical,1,231,4,Female,42,3,1,Laboratory Technician,4,Single,4723,19479,1,Y,No,11,3,4,80,0,10,4,2,10,9,1,5
27,0,Travel_Rarely,430,Research & Development,15,3,Medical,1,1467,4,Female,43,3,1,Laboratory Technician,4,Married,2008,23553,5,Y,No,12,3,1,80,1,6,3,3,2,2,2,2
44,0,Travel_Rarely,1377,Research & Development,15,4,Life Sciences,1,1706,2,Female,73,2,1,Research Scientist,1,Divorced,2911,26933,2,Y,No,13,3,1,80,1,2,3,4,2,2,2,2
36,1,Travel_Rarely,441,Research & Development,11,4,Life Sciences,1,234,2,Female,90,4,3,Healthcare Representative,4,Divorced,7094,5404,3,Y,Yes,21,4,4,80,1,10,2,3,7,7,1,7
37,1,Travel_Rarely,1323,Research & Development,12,3,Technical Degree,1,332,1,Female,86,2,3,Research Director,4,Married,13603,10748,4,Y,Yes,23,4,1,80,0,15,3,4,5,2,0,2
58,0,Travel_Rarely,177,Research & Development,14,4,Technical Degree,1,605,4,Female,61,3,5,Research Director,4,Married,19627,14862,9,Y,Yes,11,3,4,80,1,23,2,3,2,2,2,2
18,0,Travel_Rarely,735,Research & Development,11,1,Life Sciences,1,497,3,Female,82,3,1,Laboratory Technician,2,Married,1420,26849,1,Y,Yes,13,3,2,80,1,0,3,3,0,0,0,0
35,0,Non-Travel,879,Research & Development,11,4,Medical,1,1184,3,Female,96,2,2,Manufacturing Director,1,Divorced,5762,24439,5,Y,No,12,3,3,80,1,15,2,4,8,7,1,7
30,0,Non-Travel,252,Research & Development,7,1,Medical,1,512,3,Female,66,4,2,Manufacturing Director,2,Divorced,4695,8277,1,Y,No,18,3,2,80,1,10,3,3,8,5,2,3
34,0,Travel_Rarely,379,Sales,8,3,Life Sciences,1,1682,2,Female,56,3,2,Sales Executive,3,Divorced,5304,17872,8,Y,No,12,3,1,80,1,9,5,3,3,2,1,2
30,0,Travel_Rarely,200,Sales,25,2,Marketing,1,1474,3,Female,45,3,3,Sales Executive,4,Divorced,9419,4905,2,Y,No,16,3,2,80,1,12,3,2,7,7,1,7
39,0,Travel_Rarely,584,Sales,26,4,Medical,1,1943,3,Female,96,3,4,Sales Executive,4,Divorced,12031,14864,0,Y,No,21,4,3,80,3,21,2,4,20,9,9,6
44,0,Travel_Rarely,413,Sales,25,3,Marketing,1,1547,3,Female,66,3,2,Sales Executive,4,Divorced,5454,21221,5,Y,Yes,12,3,3,80,1,9,6,2,4,2,1,3
28,0,Travel_Rarely,898,Human Resources,25,2,Medical,1,1595,3,Female,93,2,1,Human Resources,4,Divorced,2706,23888,1,Y,Yes,12,3,4,80,1,3,2,3,3,2,2,2
31,0,Travel_Rarely,1216,Research & Development,24,4,Medical,1,511,1,Female,42,3,1,Research Scientist,4,Married,2657,8828,0,Y,Yes,12,3,4,80,0,3,2,3,2,2,2,2
29,0,Travel_Rarely,952,Research & Development,2,3,Medical,1,1979,1,Female,41,3,1,Research Scientist,4,Single,3291,25605,0,Y,No,19,3,3,80,0,8,5,3,8,5,1,1
58,0,Non-Travel,791,Research & Development,7,3,Life Sciences,1,416,3,Female,100,4,4,Manager,4,Divorced,17665,7791,3,Y,No,17,3,3,80,2,29,3,3,22,15,12,9
