Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
34,0,Travel_Rarely,770,Sales,16,3,Marketing,1,1835.0,3,Female,77,1,2,Sales Executive,4,Single,6125,25388,1,Y,Yes,18,3,1,80,0,10,3,3,10,8,9,6
34,0,Travel_Rarely,300,Sales,7,3,Marketing,1,1856.0,3,Male,64,3,2,Sales Executive,3,Single,6799,11737,1,Y,No,13,3,3,80,0,10,2,2,10,7,1,3
41,0,Travel_Rarely,1268,Sales,22,5,Life Sciences,1,1607.0,3,Female,35,4,2,Sales Executive,4,Single,6502,19555,5,Y,Yes,13,3,4,80,0,7,2,4,5,1,1,3
31,0,Travel_Rarely,102,Research & Development,2,3,Life Sciences,1,655.0,4,Female,66,2,1,Research Scientist,3,Married,1261,21509,1,Y,No,13,3,3,80,1,1,2,3,1,0,0,0
31,1,Travel_Rarely,1005,Research & Development,7,3,Technical Degree,1,1152.0,4,Female,37,4,1,Research Scientist,3,Married,4821,16701,0,Y,Yes,14,3,4,80,1,6,2,3,5,2,0,3
36,1,Travel_Rarely,290,Human Resources,4,3,Human Resources,1,1411.0,1,Female,94,3,2,Human Resources,3,Married,3886,19124,1,Y,Yes,14,3,1,80,1,10,3,3,9,7,0,6
36,1,Travel_Rarely,133,Research & Development,26,2,Life Sciences,1,1165.0,1,Female,45,2,1,Research Scientist,1,Married,3583,7419,9,Y,No,12,3,1,80,1,7,1,3,5,4,1,1
35,0,Travel_Rarely,566,Research & Development,12,2,Life Sciences,1,1515.0,3,Male,69,3,2,Laboratory Technician,3,Single,5914,10414,8,Y,No,21,4,1,80,0,16,2,3,13,10,4,8
48,0,Travel_Rarely,1261,Research & Development,3,4,Technical Degree,1,1607.0,4,Female,35,4,1,Research Scientist,4,Married,3420,18420,4,Y,No,12,3,4,80,1,17,2,3,8,2,7,6
30,0,Travel_Rarely,640,Research & Development,16,1,Technical Degree,1,985.0,3,Female,41,4,1,Research Scientist,3,Married,2141,10092,1,Y,No,11,3,4,80,1,6,4,2,6,4,1,1
52,0,Travel_Rarely,920,Research & Development,2,4,Life Sciences,1,1036.0,3,Female,42,3,2,Laboratory Technician,4,Married,3975,9490,3,Y,No,18,3,3,80,3,11,0,3,7,2,7,7
38,1,Travel_Rarely,408,Research & Development,6,3,Technical Degree,1,1355.0,3,Male,31,3,3,Manufacturing Director,1,Married,9380,10919,4,Y,No,14,3,4,80,1,10,4,4,4,2,0,3
41,0,Travel_Rarely,1003,Research & Development,2,4,Medical,1,1525.0,4,Male,32,3,2,Manufacturing Director,2,Married,6179,15813,1,Y,No,18,3,4,80,1,10,2,2,10,2,0,7
44,1,Travel_Rarely,1334,Research & Development,19,3,Medical,1,1435.0,3,Male,40,2,3,Healthcare Representative,3,Married,7978,19877,1,Y,No,13,3,3,80,0,10,3,2,10,7,0,5
35,0,Travel_Rarely,443,Research & Development,7,3,Medical,1,985.0,4,Female,41,4,2,Healthcare Representative,3,Single,6540,20715,2,Y,No,11,3,4,80,0,10,2,2,1,0,0,0
49,0,Travel_Rarely,570,Research & Development,10,4,Life Sciences,1,152.0,2,Male,87,3,2,Manufacturing Director,4,Divorced,6804,6896,1,Y,No,18,3,1,80,3,7,2,2,7,7,1,7
30,0,Travel_Rarely,1462,Research & Development,8,3,Life Sciences,1,1465.0,1,Male,55,3,1,Laboratory Technician,4,Divorced,2564,25150,0,Y,No,14,3,4,80,1,12,3,3,11,7,6,7
32,0,Travel_Rarely,945,Research & Development,13,4,Life Sciences,1,1602.0,4,Male,56,4,2,Manufacturing Director,1,Divorced,6162,26250,1,Y,Yes,13,3,2,80,1,9,2,3,9,6,7,8
25,0,Travel_Rarely,433,Human Resources,3,3,Human Resources,1,374.0,3,Male,81,3,2,Sales Executive,1,Divorced,4851,19609,0,Y,No,11,3,3,80,3,4,2,4,3,2,1,2
29,0,Travel_Rarely,982,Research & Development,1,1,Life Sciences,1,635.0,1,Female,65,3,1,Laboratory Technician,2,Divorced,3180,2137,0,Y,No,15,3,2,80,2,4,1,3,3,2,0,2
39,0,Travel_Rarely,216,Research & Development,20,3,Medical,1,1606.0,2,Female,51,3,2,Manufacturing Director,2,Divorced,4855,24406,5,Y,No,23,4,3,80,1,7,2,3,5,2,1,4
45,0,Travel_Rarely,527,Research & Development,1,3,Other,1,1862.0,3,Female,82,2,2,Manufacturing Director,2,Divorced,5906,10554,0,Y,No,12,3,3,80,2,10,2,2,9,8,3,8
42,0,Travel_Rarely,1421,Research & Development,18,5,Life Sciences,1,1241.0,4,Male,63,3,4,Research Director,2,Divorced,15992,12992,4,Y,No,13,3,1,80,1,16,3,3,1,0,0,0
50,0,Travel_Rarely,1334,Sales,1,3,Medical,1,1912.0,3,Male,86,3,1,Sales Representative,4,Divorced,2683,13829,1,Y,Yes,18,3,4,80,2,3,2,2,3,2,0,2
47,0,Non-Travel,766,Sales,29,4,Life Sciences,1,1449.0,3,Male,81,3,1,Sales Representative,3,Married,2858,9314,4,Y,No,13,3,3,80,1,20,4,3,1,0,0,0
34,0,Non-Travel,796,Sales,1,4,Marketing,1,905.0,3,Female,98,3,2,Sales Executive,1,Married,4568,8931,0,Y,Yes,13,3,4,80,1,10,4,4,9,5,8,7
40,1,Travel_Rarely,544,Sales,9,4,Medical,1,77.0,2,Female,51,2,2,Sales Executive,3,Married,6380,20489,3,Y,Yes,13,3,3,80,0,8,2,4,0,7,1,0
21,0,Travel_Rarely,163,Sales,28,2,Medical,1,851.0,2,Female,66,3,1,Sales Representative,3,Single,2174,8489,1,Y,No,11,3,3,80,0,3,6,3,3,2,1,2
29,0,Travel_Rarely,1462,Sales,11,3,Medical,1,1318.0,4,Male,57,2,3,Sales Executive,2,Married,7918,16873,1,Y,No,18,3,3,80,1,11,2,3,11,10,4,1
38,0,Travel_Rarely,1219,Sales,5,1,Medical,1,143.0,3,Female,64,2,2,Sales Executive,4,Married,8268,16375,1,Y,No,13,3,3,80,1,7,2,3,7,7,0,7
20,1,Travel_Rarely,448,Sales,2,3,Life Sciences,1,81.0,2,Female,99,3,1,Sales Representative,1,Married,2678,17181,1,Y,No,12,3,4,80,3,2,3,4,2,2,2,2
30,1,Non-Travel,988,Human Resources,4,4,Human Resources,1,1605.0,2,Female,85,2,2,Human Resources,3,Married,6347,15211,1,Y,Yes,14,3,2,80,1,12,2,3,12,8,3,7
38,1,Travel_Rarely,1017,Research & Development,10,3,Medical,1,124.0,1,Female,59,3,3,Manufacturing Director,3,Married,9526,16616,6,Y,Yes,13,3,2,80,3,10,2,3,9,7,1,8
36,0,Travel_Rarely,893,Research & Development,5,4,Life Sciences,1,1317.0,1,Female,57,4,2,Laboratory Technician,2,Single,5674,10077,4,Y,No,23,4,3,80,0,11,2,3,9,8,0,8
41,0,Travel_Rarely,1490,Research & Development,2,4,Life Sciences,1,1164.0,4,Male,100,3,2,Laboratory Technician,3,Married,5769,19715,1,Y,No,11,3,2,80,3,10,2,1,10,8,0,1
35,0,Travel_Rarely,266,Research & Development,3,3,Life Sciences,1,1267.0,4,Male,88,3,3,Manufacturing Director,2,Single,10903,18420,4,Y,No,17,3,3,80,0,16,2,3,13,10,4,8
31,0,Travel_Rarely,665,Research & Development,26,1,Life Sciences,1,1239.0,3,Female,84,2,3,Manufacturing Director,2,Single,10648,22807,1,Y,No,14,3,2,80,0,13,2,3,13,8,0,8
31,0,Travel_Rarely,505,Research & Development,6,4,Life Sciences,1,1466.0,3,Female,51,2,2,Manufacturing Director,1,Married,4433,23300,2,Y,No,12,3,1,80,1,9,5,3,3,1,1,2
29,1,Travel_Rarely,224,Research & Development,9,4,Technical Degree,1,410.0,1,Female,88,3,2,Healthcare Representative,2,Married,6623,18385,1,Y,No,23,4,2,80,1,6,3,1,6,0,1,0
42,0,Travel_Rarely,1245,Research & Development,4,3,Medical,1,1607.0,3,Female,48,4,3,Healthcare Representative,4,Single,10124,20364,7,Y,Yes,25,4,1,80,0,24,0,3,20,8,13,9
40,1,Travel_Rarely,867,Sales,3,5,Marketing,1,1607.0,3,Female,35,4,2,Sales Executive,4,Married,5677,15891,3,Y,Yes,14,3,4,80,1,15,2,3,12,9,5,8
31,0,Travel_Rarely,1318,Sales,2,4,Marketing,1,1515.0,4,Male,69,3,2,Sales Executive,3,Married,6929,10515,2,Y,No,12,3,1,80,1,10,2,4,8,7,7,7
33,0,Travel_Rarely,1251,Sales,3,3,Life Sciences,1,1607.0,1,Female,35,4,2,Sales Executive,4,Married,9525,3487,1,Y,No,12,3,4,80,1,6,2,3,5,0,1,2
31,0,Travel_Rarely,1482,Sales,2,3,Life Sciences,1,1478.0,4,Female,81,1,1,Sales Representative,1,Single,2789,19655,1,Y,No,19,3,4,80,0,2,2,3,2,2,2,2
26,0,Travel_Rarely,1089,Sales,27,4,Technical Degree,1,1164.0,2,Female,100,3,2,Sales Executive,3,Married,4241,11535,6,Y,Yes,15,3,2,80,0,6,2,1,3,2,1,2
37,1,Travel_Rarely,1496,Sales,13,3,Technical Degree,1,2012.0,1,Female,83,3,3,Sales Executive,4,Married,9738,7103,0,Y,No,15,3,3,80,3,10,3,4,9,0,4,8
36,0,Travel_Rarely,218,Sales,10,2,Technical Degree,1,1161.0,2,Male,52,2,2,Sales Executive,4,Single,5673,4317,1,Y,No,12,3,3,80,0,10,2,2,10,8,0,7
32,0,Travel_Rarely,882,Sales,6,3,Life Sciences,1,2064.0,4,Female,87,4,2,Sales Executive,2,Married,9907,16840,7,Y,No,19,3,2,80,3,7,3,3,2,2,2,2
36,1,Travel_Rarely,1030,Sales,5,2,Life Sciences,1,1607.0,2,Male,35,4,2,Sales Executive,4,Married,6652,3335,7,Y,Yes,13,3,4,80,3,7,5,2,1,0,0,0
26,0,Travel_Rarely,1082,Sales,7,3,Life Sciences,1,609.0,3,Male,35,3,2,Sales Executive,1,Single,5326,20308,2,Y,No,14,3,4,80,0,6,5,3,4,3,1,2
46,0,Travel_Rarely,310,Research & Development,3,2,Medical,1,1048.0,1,Male,66,3,3,Manufacturing Director,1,Single,7898,6812,1,Y,No,14,3,3,80,0,11,6,3,10,9,0,8
32,0,Travel_Rarely,172,Research & Development,2,1,Life Sciences,1,625.0,1,Male,91,3,1,Laboratory Technician,1,Single,2694,19989,0,Y,No,11,3,2,80,0,1,3,2,1,0,0,1
34,0,Travel_Rarely,142,Human Resources,2,3,Human Resources,1,932.0,4,Male,70,3,3,Human Resources,1,Single,9950,15346,5,Y,Yes,12,3,4,80,0,11,2,3,3,2,0,2
45,0,Travel_Rarely,1349,Research & Development,8,1,Life Sciences,1,1150.0,3,Male,79,2,3,Manufacturing Director,4,Married,9380,6881,3,Y,No,13,3,3,80,3,10,2,2,3,1,1,2
45,0,Travel_Rarely,248,Research & Development,9,3,Life Sciences,1,1607.0,4,Male,35,4,2,Laboratory Technician,4,Married,3633,24978,1,Y,Yes,12,3,4,80,1,9,3,3,9,8,0,8
47,0,Travel_Rarely,1369,Research & Development,6,4,Life Sciences,1,1515.0,4,Male,69,3,3,Manager,3,Married,11849,4658,1,Y,Yes,12,3,1,80,0,10,2,3,10,0,9,9
28,0,Travel_Rarely,534,Research & Development,2,3,Medical,1,1032.0,2,Male,69,2,1,Research Scientist,4,Single,2144,17001,1,Y,No,13,3,1,80,0,5,2,3,5,2,1,2
37,0,Travel_Rarely,1465,Research & Development,6,3,Medical,1,1430.0,2,Male,93,3,1,Research Scientist,2,Single,2996,6020,7,Y,Yes,18,3,3,80,0,8,0,2,6,2,0,4
44,0,Travel_Rarely,405,Research & Development,1,3,Medical,1,633.0,2,Male,61,2,2,Research Scientist,3,Single,4661,20284,1,Y,No,13,3,2,80,0,9,6,2,9,8,7,7
47,0,Travel_Rarely,482,Research & Development,2,4,Life Sciences,1,1317.0,3,Male,42,4,3,Manager,4,Divorced,11849,12853,1,Y,Yes,14,3,1,80,1,10,4,3,10,7,9,9
55,0,Travel_Rarely,528,Human Resources,2,4,Human Resources,1,872.0,3,Male,33,2,4,Manager,4,Divorced,16835,8429,3,Y,No,13,3,1,80,1,37,2,1,10,9,7,7
28,0,Travel_Rarely,268,Research & Development,6,4,Medical,1,985.0,4,Male,41,4,1,Research Scientist,3,Divorced,2028,20364,0,Y,Yes,12,3,4,80,3,6,2,1,5,3,0,3
33,0,Travel_Frequently,422,Research & Development,20,3,Medical,1,141.0,1,Male,73,3,4,Manager,2,Married,17181,5543,2,Y,Yes,11,3,1,80,1,10,3,3,8,7,0,1
50,0,Travel_Frequently,688,Research & Development,8,1,Life Sciences,1,179.0,4,Female,53,1,4,Manager,4,Single,17046,15999,0,Y,No,13,3,4,80,0,28,2,3,26,10,15,7
38,1,Travel_Rarely,890,Research & Development,20,2,Medical,1,1701.0,3,Female,35,2,3,Healthcare Representative,4,Married,9991,24406,4,Y,No,11,3,2,80,3,9,5,2,7,7,1,7
51,0,Travel_Rarely,970,Research & Development,23,4,Medical,1,639.0,2,Male,89,4,3,Healthcare Representative,4,Single,10445,21630,3,Y,No,12,3,2,80,0,18,3,3,5,1,0,2
33,0,Travel_Rarely,1195,Research & Development,7,4,Life Sciences,1,1308.0,2,Female,31,3,1,Laboratory Technician,4,Single,2707,6054,8,Y,No,13,3,4,80,0,13,2,3,9,7,1,7
43,0,Travel_Rarely,580,Research & Development,2,4,Life Sciences,1,1317.0,2,Female,43,3,1,Laboratory Technician,1,Married,2455,8392,2,Y,Yes,18,3,2,80,1,9,3,2,8,6,1,7
40,0,Travel_Rarely,616,Research & Development,10,1,Life Sciences,1,1433.0,3,Female,34,2,5,Research Director,2,Single,19626,24409,1,Y,No,21,4,3,80,0,21,2,2,20,8,9,9
26,0,Travel_Rarely,501,Sales,6,1,Medical,1,131.0,3,Female,37,3,1,Sales Representative,3,Divorced,2121,17759,1,Y,Yes,16,3,3,80,1,1,0,3,1,0,0,0
27,1,Travel_Rarely,1162,Sales,11,3,Medical,1,1525.0,3,Female,32,3,2,Sales Executive,2,Married,5769,5860,1,Y,Yes,13,3,4,80,1,6,3,2,6,4,0,4
39,0,Travel_Rarely,1052,Sales,1,3,Medical,1,1099.0,4,Male,34,2,3,Sales Executive,4,Single,8237,21412,2,Y,No,16,3,3,80,0,11,3,3,7,6,7,6
34,0,Travel_Rarely,415,Sales,25,1,Medical,1,1523.0,3,Female,32,3,2,Sales Executive,1,Single,5714,13035,1,Y,No,12,3,3,80,0,6,3,3,6,5,1,3
42,0,Non-Travel,334,Research & Development,3,3,Technical Degree,1,275.0,3,Male,92,3,2,Laboratory Technician,4,Divorced,4272,19609,5,Y,Yes,19,3,1,80,1,16,3,1,1,0,0,0
31,0,Travel_Frequently,607,Research & Development,1,3,Life Sciences,1,179.0,4,Male,53,1,4,Research Director,4,Single,16422,18659,3,Y,Yes,16,3,4,80,0,9,3,3,3,1,1,2
37,0,Travel_Frequently,507,Research & Development,2,4,Life Sciences,1,2065.0,1,Male,63,2,2,Manufacturing Director,2,Married,5993,19989,1,Y,No,14,3,4,80,0,7,4,3,7,5,0,7
39,0,Travel_Frequently,371,Research & Development,8,5,Life Sciences,1,2011.0,4,Male,59,4,2,Manufacturing Director,3,Married,5151,10589,1,Y,Yes,19,3,2,80,0,10,2,3,10,0,7,9
38,1,Travel_Frequently,738,Research & Development,7,3,Technical Degree,1,124.0,1,Male,40,2,2,Manufacturing Director,1,Married,6261,13983,3,Y,No,18,3,3,80,1,9,2,3,7,7,1,0
32,0,Travel_Frequently,586,Sales,2,4,Medical,1,1285.0,1,Male,46,3,3,Sales Executive,2,Married,10400,26582,1,Y,No,12,3,3,80,0,14,3,3,14,8,9,8
48,1,Travel_Rarely,880,Sales,28,3,Other,1,1375.0,4,Male,89,4,2,Sales Executive,3,Divorced,4051,22074,3,Y,Yes,23,4,2,80,1,14,6,4,9,8,6,7
34,0,Travel_Rarely,715,Sales,24,3,Other,1,1876.0,4,Male,89,3,2,Sales Executive,4,Divorced,4759,5340,0,Y,No,11,3,3,80,0,15,2,3,15,11,4,11
20,0,Travel_Rarely,211,Sales,2,2,Medical,1,630.0,1,Male,78,3,1,Sales Representative,1,Divorced,2678,26582,1,Y,No,14,3,2,80,1,2,2,2,2,2,0,2
25,0,Travel_Rarely,153,Sales,3,2,Life Sciences,1,2013.0,3,Male,83,3,1,Sales Representative,4,Divorced,2534,10302,3,Y,No,13,3,3,80,1,5,1,3,1,0,0,0
31,1,Travel_Rarely,371,Research & Development,4,2,Life Sciences,1,412.0,1,Female,68,4,2,Manufacturing Director,1,Divorced,6179,3140,1,Y,No,11,3,3,80,1,10,6,1,10,2,6,7
40,1,Travel_Rarely,441,Research & Development,6,1,Life Sciences,1,1456.0,2,Female,50,2,5,Research Director,1,Married,19436,17759,1,Y,Yes,18,3,3,80,1,22,2,3,21,7,3,9
35,0,Travel_Rarely,1253,Research & Development,1,1,Life Sciences,1,1515.0,3,Female,69,3,3,Healthcare Representative,3,Married,8621,18697,1,Y,No,16,3,1,80,1,9,4,3,8,7,6,7
22,0,Travel_Rarely,1401,Research & Development,4,2,Technical Degree,1,411.0,2,Female,69,2,2,Manufacturing Director,3,Married,4171,15628,0,Y,No,15,3,1,80,1,4,6,3,3,2,2,2
34,0,Travel_Rarely,1355,Human Resources,5,2,Life Sciences,1,1465.0,3,Female,55,3,1,Human Resources,4,Married,2742,14776,1,Y,No,17,3,4,80,1,2,5,3,2,2,2,2
45,1,Travel_Rarely,1141,Research & Development,6,3,Technical Degree,1,1654.0,1,Male,95,1,1,Research Scientist,1,Single,3452,26342,5,Y,No,21,4,3,80,0,9,3,1,6,5,0,3
26,0,Travel_Rarely,853,Research & Development,20,3,Life Sciences,1,994.0,3,Male,92,2,1,Research Scientist,1,Married,2045,5543,1,Y,No,21,4,3,80,0,5,2,2,5,3,1,3
41,0,Travel_Rarely,1278,Human Resources,2,4,Human Resources,1,1419.0,1,Male,51,2,5,Manager,1,Married,19141,7503,3,Y,No,18,3,1,80,1,23,3,3,23,6,12,6
39,1,Travel_Rarely,601,Research & Development,9,3,Medical,1,595.0,3,Male,37,3,2,Manufacturing Director,4,Married,5042,8770,0,Y,Yes,13,3,1,80,1,10,2,2,9,2,3,8
31,0,Travel_Rarely,1082,Research & Development,9,2,Medical,1,595.0,3,Male,37,3,2,Manufacturing Director,4,Married,4306,26956,1,Y,No,11,3,1,80,2,13,2,3,13,10,3,12
34,0,Travel_Rarely,1180,Research & Development,6,1,Technical Degree,1,1586.0,2,Female,87,3,1,Laboratory Technician,1,Single,2661,2351,0,Y,No,18,3,4,80,0,3,0,3,2,2,1,2
44,0,Travel_Rarely,177,Research & Development,29,3,Medical,1,1031.0,4,Male,69,3,2,Healthcare Representative,3,Married,6465,3173,3,Y,Yes,15,3,4,80,3,9,2,3,4,2,1,3
47,0,Travel_Rarely,1040,Research & Development,18,3,Life Sciences,1,595.0,4,Male,37,3,2,Manufacturing Director,4,Married,5070,7122,4,Y,No,18,3,1,80,1,20,3,3,5,0,0,4
39,0,Travel_Rarely,1420,Human Resources,13,3,Human Resources,1,1419.0,3,Male,51,2,2,Human Resources,1,Married,5204,7177,4,Y,No,14,3,1,80,3,13,3,3,5,4,0,4
45,0,Travel_Rarely,157,Research & Development,5,4,Medical,1,1706.0,3,Female,73,3,3,Research Director,4,Married,13245,8053,3,Y,Yes,12,3,1,80,1,17,3,3,0,0,0,0
19,0,Travel_Rarely,498,Research & Development,1,3,Other,1,1312.0,3,Male,63,3,1,Laboratory Technician,3,Single,1483,7677,1,Y,No,15,3,1,80,0,1,2,4,1,0,0,0
38,0,Travel_Rarely,480,Research & Development,2,4,Other,1,603.0,2,Male,77,3,1,Laboratory Technician,4,Married,2288,5033,0,Y,No,12,3,3,80,1,2,2,1,2,2,2,1
23,0,Travel_Rarely,211,Research & Development,1,3,Medical,1,1439.0,4,Male,68,2,1,Research Scientist,1,Married,3505,4732,1,Y,No,13,3,1,80,1,2,3,2,2,2,0,2
58,0,Travel_Rarely,217,Research & Development,21,2,Life Sciences,1,942.0,1,Male,51,3,1,Research Scientist,4,Married,2479,22977,8,Y,No,21,4,4,80,0,7,3,3,1,0,0,0
34,1,Travel_Rarely,662,Research & Development,7,3,Life Sciences,1,1152.0,4,Male,37,4,2,Manufacturing Director,3,Married,5121,9913,3,Y,Yes,18,3,4,80,1,7,2,1,0,0,0,0
31,0,Travel_Rarely,691,Research & Development,8,3,Technical Degree,1,1859.0,3,Male,93,1,2,Healthcare Representative,3,Married,6811,8847,0,Y,Yes,14,3,4,80,0,10,4,3,10,8,0,7
33,0,Travel_Rarely,1303,Research & Development,9,3,Technical Degree,1,1417.0,4,Male,100,4,2,Healthcare Representative,1,Married,5488,20420,1,Y,No,15,3,4,80,0,6,2,3,6,5,1,2
49,0,Travel_Rarely,422,Research & Development,3,2,Life Sciences,1,1098.0,1,Male,91,2,2,Healthcare Representative,1,Married,6651,2997,3,Y,No,14,3,4,80,2,20,3,1,3,2,1,2
