age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
46,technician,married,secondary,yes,1601.0,no,no,unknown,11,jun,351,1,-1,0,unknown,1
42,technician,divorced,secondary,no,7863.0,yes,yes,cellular,27,mar,341,1,-1,0,unknown,1
28,technician,divorced,secondary,no,344.0,yes,yes,unknown,18,jun,257,6,-1,0,unknown,0
32,unemployed,divorced,secondary,no,1025.0,no,no,cellular,3,jul,1946,1,-1,0,unknown,1
54,unemployed,divorced,secondary,no,316.0,no,no,cellular,29,jan,104,2,-1,0,unknown,0
47,blue-collar,married,secondary,no,1283.0,yes,no,unknown,6,may,843,2,-1,0,unknown,1
49,blue-collar,married,secondary,no,1352.0,yes,no,telephone,13,may,171,2,-1,0,unknown,0
50,technician,divorced,secondary,no,749.0,no,no,cellular,5,feb,170,2,-1,0,unknown,0
45,self-employed,divorced,tertiary,no,7855.0,no,no,cellular,12,nov,495,1,92,1,failure,1
28,technician,single,tertiary,no,193.0,yes,no,cellular,5,feb,21,6,-1,0,unknown,0
38,management,married,tertiary,no,2067.0,yes,no,unknown,14,may,194,3,-1,0,unknown,0
22,unemployed,single,tertiary,no,751.0,no,no,cellular,26,feb,195,1,-1,0,unknown,0
39,management,single,unknown,no,1996.0,no,no,cellular,13,aug,471,3,-1,0,unknown,0
37,housemaid,married,secondary,no,47.0,yes,no,cellular,8,jul,631,1,-1,0,unknown,1
38,technician,married,secondary,no,355.0,yes,no,cellular,17,nov,65,1,-1,0,unknown,0
36,blue-collar,married,primary,no,381.0,yes,no,unknown,19,may,102,6,-1,0,unknown,0
36,management,married,tertiary,no,71.0,no,no,cellular,22,aug,730,2,-1,0,unknown,1
37,admin.,divorced,secondary,no,33.0,no,yes,cellular,30,jul,20,3,-1,0,unknown,0
32,technician,single,tertiary,no,1463.0,yes,no,cellular,15,jul,565,2,-1,0,unknown,0
44,admin.,married,secondary,no,-372.0,no,yes,unknown,18,jun,440,1,-1,0,unknown,0
37,technician,married,secondary,no,181.0,yes,no,unknown,1,jul,256,4,-1,0,unknown,0
40,blue-collar,married,secondary,no,52.0,yes,no,unknown,15,may,102,1,-1,0,unknown,0
31,management,married,tertiary,no,0.0,no,no,telephone,5,aug,590,2,-1,0,unknown,1
43,blue-collar,married,primary,no,321.0,yes,no,unknown,29,may,888,2,-1,0,unknown,1
38,technician,single,secondary,no,684.0,yes,no,cellular,5,aug,336,4,92,3,success,1
39,management,married,secondary,no,453.0,yes,yes,unknown,23,may,124,1,-1,0,unknown,0
36,unemployed,married,secondary,no,0.0,no,no,cellular,2,feb,520,1,-1,0,unknown,0
45,admin.,divorced,secondary,no,1625.0,no,no,cellular,3,jun,138,1,-1,0,unknown,0
46,blue-collar,married,secondary,no,665.0,yes,no,unknown,6,may,355,1,-1,0,unknown,0
47,blue-collar,divorced,primary,no,0.0,no,no,unknown,9,jun,71,1,-1,0,unknown,0
52,management,divorced,secondary,no,297.0,yes,no,cellular,18,nov,37,1,177,2,failure,0
46,self-employed,married,primary,no,2787.0,no,no,cellular,6,aug,158,3,-1,0,unknown,0
32,self-employed,married,tertiary,no,17939.0,no,no,cellular,11,nov,222,3,-1,0,unknown,0
28,technician,single,tertiary,no,727.0,yes,no,unknown,10,may,1740,1,-1,0,unknown,0
35,blue-collar,married,secondary,no,3152.0,yes,no,unknown,19,may,194,1,-1,0,unknown,0
44,management,divorced,tertiary,no,2894.0,yes,no,cellular,29,jun,118,1,316,2,success,1
49,self-employed,married,secondary,no,695.0,yes,no,cellular,17,apr,201,2,-1,0,unknown,0
50,unemployed,married,secondary,no,1318.0,no,no,telephone,31,jul,10,3,-1,0,unknown,0
35,services,divorced,secondary,no,580.0,yes,yes,cellular,8,aug,745,3,-1,0,unknown,1
55,retired,married,primary,no,4633.0,no,no,cellular,16,apr,229,2,-1,0,unknown,1
59,retired,married,unknown,no,250.0,no,no,cellular,4,aug,91,1,91,6,success,1
80,retired,married,secondary,no,5473.0,no,no,cellular,4,sep,389,1,189,5,other,1
45,management,married,tertiary,no,202.0,no,no,cellular,30,jul,486,2,-1,0,unknown,1
61,admin.,married,secondary,no,558.0,no,no,cellular,17,apr,579,2,386,2,success,1
28,student,single,unknown,no,1105.0,no,no,cellular,7,apr,149,3,-1,0,unknown,1
44,housemaid,married,primary,no,466.0,no,no,unknown,3,jun,99,1,-1,0,unknown,0
45,student,single,secondary,no,2437.0,no,no,cellular,5,mar,50,1,-1,0,unknown,1
75,retired,married,tertiary,no,2597.0,yes,no,cellular,28,jul,358,7,-1,0,unknown,0
32,management,married,tertiary,no,60.0,no,no,cellular,30,jul,106,4,-1,0,unknown,0
63,management,married,tertiary,no,3842.0,no,no,cellular,13,jul,267,3,69,1,other,1
43,management,married,tertiary,no,2196.0,no,no,cellular,30,jul,1068,3,-1,0,unknown,1
23,student,single,unknown,no,4769.0,no,no,cellular,13,jan,153,2,-1,0,unknown,1
48,management,married,tertiary,no,473.0,no,no,cellular,18,feb,392,1,188,1,success,1
52,entrepreneur,married,primary,no,4209.0,no,no,cellular,9,feb,71,5,51,2,failure,0
47,technician,married,tertiary,no,388.0,no,no,cellular,15,jul,537,1,-1,0,unknown,1
35,management,married,tertiary,no,1778.0,no,no,cellular,11,sep,266,2,-1,0,unknown,1
35,technician,married,tertiary,no,558.0,no,no,cellular,30,jul,682,1,-1,0,unknown,0
32,management,married,tertiary,no,-201.0,yes,no,cellular,17,nov,584,2,156,1,failure,1
27,technician,single,tertiary,no,3615.0,no,no,cellular,5,jun,224,1,2,1,failure,1
61,management,married,tertiary,no,3924.0,no,no,cellular,7,jan,930,1,-1,0,unknown,0
30,management,married,tertiary,no,179.0,yes,no,cellular,18,jul,520,5,-1,0,unknown,1
31,admin.,single,secondary,no,276.0,yes,no,unknown,23,may,125,1,-1,0,unknown,0
46,services,married,secondary,no,11235.0,no,no,unknown,9,jun,332,3,-1,0,unknown,0
35,blue-collar,married,primary,no,603.0,yes,yes,cellular,18,nov,130,1,-1,0,unknown,0
38,management,married,tertiary,no,2828.0,no,no,cellular,28,aug,5,27,-1,0,unknown,0
48,housemaid,married,primary,no,425.0,yes,yes,cellular,8,aug,133,3,-1,0,unknown,0
51,management,married,tertiary,no,3237.0,no,no,unknown,13,nov,238,1,-1,0,unknown,1
33,technician,single,tertiary,no,165.0,yes,no,cellular,11,aug,348,1,34,1,failure,1
37,management,single,tertiary,yes,275.0,no,no,cellular,28,aug,1058,4,-1,0,unknown,0
51,technician,married,primary,no,235.0,no,no,unknown,11,jun,585,1,-1,0,unknown,1
26,housemaid,single,secondary,no,1813.0,no,no,unknown,6,jun,264,3,-1,0,unknown,1
39,entrepreneur,married,primary,no,301.0,yes,yes,cellular,23,jul,49,6,-1,0,unknown,0
40,housemaid,divorced,tertiary,no,11.0,no,no,cellular,30,apr,154,2,-1,0,unknown,0
40,technician,married,secondary,no,54.0,yes,no,cellular,2,feb,275,1,376,1,other,0
55,blue-collar,married,primary,no,1265.0,yes,no,unknown,27,may,76,5,-1,0,unknown,0
46,services,divorced,primary,no,521.0,no,yes,cellular,31,jul,58,3,-1,0,unknown,0
77,retired,married,secondary,no,757.0,no,no,telephone,2,feb,62,1,-1,0,unknown,0
49,management,divorced,tertiary,no,119.0,no,no,cellular,30,jul,187,4,-1,0,unknown,0
35,services,married,secondary,no,3454.0,yes,yes,cellular,14,may,416,1,-1,0,unknown,0
36,technician,married,secondary,no,232.0,no,no,cellular,20,nov,994,4,-1,0,unknown,1
42,admin.,divorced,secondary,no,35.0,no,no,cellular,3,feb,206,1,-1,0,unknown,1
30,blue-collar,married,secondary,no,6508.0,yes,no,cellular,6,may,544,1,-1,0,unknown,0
38,blue-collar,married,secondary,no,1779.0,yes,no,cellular,19,nov,238,1,-1,0,unknown,1
32,services,single,secondary,no,335.0,yes,no,unknown,15,may,1015,5,-1,0,unknown,1
57,blue-collar,married,primary,yes,-14.0,yes,no,unknown,29,may,37,4,-1,0,unknown,0
28,self-employed,single,tertiary,no,1579.0,no,no,cellular,29,jul,406,2,62,1,failure,1
31,entrepreneur,divorced,primary,no,334.0,yes,no,cellular,8,jul,130,4,-1,0,unknown,0
55,technician,married,secondary,no,67.0,yes,no,unknown,6,may,341,1,-1,0,unknown,0
50,technician,single,secondary,no,307.0,yes,no,unknown,2,jun,63,5,-1,0,unknown,0
31,technician,single,secondary,no,-346.0,no,yes,cellular,4,feb,777,1,-1,0,unknown,0
34,blue-collar,married,secondary,no,566.0,yes,no,unknown,7,may,169,3,-1,0,unknown,0
46,blue-collar,married,primary,no,-6.0,yes,no,unknown,7,may,1025,1,-1,0,unknown,0
32,blue-collar,married,secondary,no,1513.0,yes,no,unknown,4,jun,154,9,-1,0,unknown,0
42,blue-collar,married,secondary,no,1730.0,yes,no,cellular,12,oct,216,2,98,3,success,1
29,admin.,divorced,secondary,no,641.0,yes,no,unknown,13,may,120,9,-1,0,unknown,0
42,management,single,secondary,no,-42.0,no,yes,telephone,5,feb,130,3,-1,0,unknown,0
39,services,divorced,tertiary,no,794.0,yes,no,telephone,30,oct,265,1,-1,0,unknown,1
39,technician,divorced,tertiary,no,11862.0,no,no,cellular,6,feb,105,3,369,1,success,0
36,technician,divorced,secondary,no,181.0,yes,no,unknown,7,may,74,1,-1,0,unknown,0
28,blue-collar,married,secondary,no,1736.0,yes,no,telephone,2,feb,91,1,-1,0,unknown,0
50,blue-collar,married,secondary,no,2803.0,yes,yes,unknown,28,may,1469,2,-1,0,unknown,1
61,retired,married,secondary,no,808.0,no,no,cellular,19,nov,222,1,-1,0,unknown,0
38,technician,married,secondary,no,2193.0,yes,yes,unknown,19,jun,876,1,-1,0,unknown,1
57,retired,married,secondary,no,73.0,no,no,cellular,6,may,405,1,181,2,failure,1
46,management,single,tertiary,no,19686.0,no,no,cellular,3,nov,190,3,188,5,failure,1
52,services,married,secondary,no,718.0,no,no,cellular,17,nov,194,2,181,1,success,1
34,management,married,tertiary,no,341.0,no,no,cellular,8,sep,524,3,181,4,success,0
54,management,single,tertiary,no,203.0,no,no,cellular,2,jun,136,1,-1,0,unknown,1
50,management,married,tertiary,no,514.0,no,no,cellular,19,jun,928,3,-1,0,unknown,1
22,admin.,single,secondary,no,3167.0,yes,no,cellular,13,may,299,2,168,1,failure,0
47,management,married,tertiary,no,-142.0,no,no,cellular,8,jul,237,2,-1,0,unknown,0
29,management,single,tertiary,no,2592.0,no,no,cellular,3,jun,154,1,80,1,success,1
48,services,married,secondary,no,920.0,no,no,cellular,7,may,12,1,87,2,success,0
34,services,single,secondary,no,207.0,yes,no,cellular,24,jul,535,1,-1,0,unknown,0
51,management,married,tertiary,no,224.0,no,no,cellular,12,apr,278,1,184,2,failure,0
73,retired,married,primary,no,414.0,no,no,telephone,4,feb,69,1,-1,0,unknown,0
78,retired,married,secondary,no,1495.0,no,no,cellular,14,sep,135,3,184,3,success,1
28,admin.,single,secondary,no,192.0,no,no,cellular,21,jul,794,1,-1,0,unknown,0
53,housemaid,married,primary,no,-98.0,yes,no,cellular,5,may,77,6,372,2,failure,0
56,technician,married,tertiary,no,2350.0,no,no,cellular,7,sep,309,2,216,2,failure,1
22,admin.,single,tertiary,no,3756.0,yes,no,cellular,4,may,473,3,-1,0,unknown,1
33,admin.,single,secondary,no,285.0,no,no,cellular,28,jan,97,1,184,2,failure,0
64,retired,divorced,tertiary,no,0.0,no,no,cellular,16,sep,256,1,98,1,success,1
33,admin.,married,secondary,no,1114.0,no,no,cellular,2,sep,293,2,85,5,failure,1
43,management,married,unknown,no,1738.0,no,no,cellular,25,may,127,4,181,7,failure,0
53,management,married,tertiary,no,497.0,no,no,cellular,11,nov,82,1,92,2,success,1
75,retired,married,secondary,no,6.0,yes,no,unknown,29,may,438,1,-1,0,unknown,0
19,student,single,unknown,no,322.0,yes,no,unknown,26,may,153,3,-1,0,unknown,0
31,management,single,tertiary,no,0.0,no,no,cellular,27,aug,599,4,-1,0,unknown,1
33,admin.,married,secondary,no,558.0,yes,no,cellular,10,feb,308,1,145,1,failure,1
34,entrepreneur,single,tertiary,no,582.0,yes,no,cellular,2,mar,430,1,-1,0,unknown,1
56,retired,married,secondary,no,696.0,yes,no,unknown,15,may,1413,1,-1,0,unknown,1
36,admin.,married,secondary,no,33.0,no,yes,cellular,30,jan,127,1,-1,0,unknown,0
31,management,married,tertiary,no,0.0,no,no,cellular,14,aug,137,4,-1,0,unknown,0
57,services,married,secondary,no,353.0,yes,no,cellular,15,may,109,3,-1,0,unknown,0
31,admin.,married,tertiary,no,2758.0,no,no,cellular,30,apr,511,1,-1,0,unknown,1
39,services,married,secondary,no,371.0,yes,no,cellular,15,may,179,3,-1,0,unknown,0
27,technician,single,tertiary,no,285.0,yes,no,cellular,17,apr,257,4,227,2,other,0
32,blue-collar,married,secondary,no,742.0,no,no,cellular,1,jun,259,2,91,7,success,1
43,blue-collar,married,primary,no,68.0,no,yes,unknown,16,jun,359,12,-1,0,unknown,0
26,management,single,tertiary,no,3178.0,no,no,cellular,5,apr,1093,5,-1,0,unknown,1
42,management,married,tertiary,no,179.0,no,no,unknown,9,jun,647,2,-1,0,unknown,0
51,retired,married,secondary,no,720.0,no,no,telephone,9,sep,398,2,-1,0,unknown,1
32,services,married,primary,no,1359.0,no,yes,unknown,3,jul,62,2,-1,0,unknown,0
37,management,married,tertiary,no,39.0,yes,no,cellular,5,feb,24,12,271,6,failure,0
42,management,married,tertiary,no,0.0,no,no,cellular,27,aug,100,3,-1,0,unknown,0
38,services,married,primary,no,706.0,yes,yes,telephone,7,may,23,3,-1,0,unknown,0
34,management,married,tertiary,no,4576.0,no,no,cellular,25,aug,624,7,-1,0,unknown,1
35,management,single,tertiary,no,6640.0,yes,no,cellular,20,aug,1125,2,-1,0,unknown,1
48,management,married,tertiary,no,22859.0,yes,no,unknown,20,may,640,3,-1,0,unknown,0
38,technician,married,secondary,no,2826.0,no,no,cellular,22,may,504,1,-1,0,unknown,1
38,entrepreneur,married,secondary,no,6081.0,no,no,cellular,1,jun,138,2,-1,0,unknown,1
42,blue-collar,married,primary,no,0.0,yes,yes,unknown,13,may,578,1,-1,0,unknown,0
35,services,single,secondary,no,1828.0,yes,no,cellular,11,may,371,1,-1,0,unknown,0
44,entrepreneur,married,primary,no,365.0,yes,no,unknown,3,jun,251,2,-1,0,unknown,0
34,admin.,married,secondary,no,184.0,no,yes,cellular,13,may,470,1,-1,0,unknown,0
47,unemployed,married,unknown,no,370.0,no,no,unknown,6,jun,52,1,-1,0,unknown,0
39,technician,married,secondary,no,719.0,yes,no,cellular,20,nov,219,1,192,1,failure,0
33,services,single,secondary,no,16.0,yes,yes,cellular,9,apr,670,2,91,3,success,1
60,retired,divorced,tertiary,no,967.0,no,no,cellular,11,aug,514,1,-1,0,unknown,1
35,technician,married,secondary,no,2147.0,no,no,cellular,2,sep,157,1,93,1,success,1
31,student,single,secondary,no,1510.0,yes,no,unknown,9,may,95,1,-1,0,unknown,0
34,management,married,tertiary,no,397.0,yes,yes,cellular,17,sep,211,1,184,7,success,1
46,entrepreneur,married,primary,no,88.0,yes,no,unknown,19,jun,238,1,-1,0,unknown,0
34,technician,married,tertiary,no,600.0,yes,no,cellular,4,jun,112,1,-1,0,unknown,1
